bowler,runs_conceded,balls_bowled,wickets_taken,economy,team
S Arachchige,15,12,2.0,7.5,Italy
S Asha,85,72,2.0,7.083333333333334,India
S Austin,37,44,4.0,5.045454545454546,Cyprus
S Badree,644,561,25.0,6.887700534759358,West Indies
S Baker,52,25,0.0,12.48,England
S Banamali,55,24,0.0,13.75,Singapore
S Basharat,22,28,1.0,4.714285714285714,Spain
S Bau,224,176,6.0,7.636363636363637,Papua New Guinea
S Bevin,15,10,0.0,9.0,Croatia
S Bhanushali,57,50,4.0,6.84,Sweden
S Bhardwaj,23,38,2.0,3.631578947368421,Austria
S Bhari,103,80,5.0,7.725,Nepal
S Bist,98,131,4.0,4.488549618320611,Nepal
S Bodha,395,291,23.0,8.144329896907216,Gibraltar
S Borakambi,17,25,2.0,4.08,Tanzania
S Budhathoki,36,57,5.0,3.789473684210526,Malta
S Burdekin,98,89,6.0,6.606741573033708,Cyprus
S Channa,69,53,2.0,7.811320754716981,Oman
S Chaturongrattana,191,291,19.0,3.938144329896907,Thailand
S Chaudhary,78,72,5.0,6.5,Czech Republic
S Chinawa,5,8,0.0,3.75,Malawi
S Choden,139,139,5.0,6.0,Bhutan
S Cholasseri,36,30,1.0,7.199999999999999,Malta
S Conteh,321,342,27.0,5.631578947368421,Sierra Leone
S Crowie,48,60,4.0,4.800000000000001,St Helena
S Dabholkatr,89,147,6.0,3.63265306122449,Switzerland
S Davizi,98,60,2.0,9.8,Czech Republic
S Desungnoen,218,200,10.0,6.540000000000001,Thailand
S Devata,9,12,2.0,4.5,Sweden
S Dhadwal,220,220,14.0,6.0,Qatar
S Dhakal,93,56,1.0,9.964285714285715,Nepal
S Dharnidharka,461,564,31.0,4.904255319148937,United Arab Emirates
S Draunivudi,24,12,0.0,12.0,Fiji
S Dube,245,185,10.0,7.945945945945946,India
S Dunukedeniya,60,105,8.0,3.4285714285714284,Cyprus
S Dzimau,8,8,0.0,6.0,Malawi
S Ecclestone,1100,1040,68.0,6.346153846153847,England
S Elmsjoo,54,69,6.0,4.695652173913044,Sweden
S Farooq,72,102,3.0,4.235294117647059,United States of America
S Foster,22,6,0.0,22.0,Cayman Islands
S Fouché,17,12,0.0,8.5,Namibia
S Franklin,27,22,0.0,7.363636363636363,Switzerland
S Gajnabi,81,55,1.0,8.836363636363636,West Indies
S Galabova,30,23,0.0,7.826086956521739,Bulgaria
S Gasteratos,51,56,5.0,5.464285714285714,Greece
S Georgota,243,253,14.0,5.762845849802371,Greece
S Gill,191,201,10.0,5.701492537313433,Kenya
S Gimhani,24,18,1.0,8.0,Sri Lanka
S Glenn,586,566,35.0,6.212014134275618,England
S Godara,176,213,16.0,4.95774647887324,Cambodia
S Gokhale,26,51,4.0,3.0588235294117645,United Arab Emirates
S Gooch,316,270,21.0,7.022222222222222,Estonia
S Haggo,36,55,4.0,3.9272727272727272,Scotland
S Hanson,38,36,1.0,6.333333333333334,Jersey
S Hector,50,39,1.0,7.692307692307693,West Indies
S Horley,48,37,3.0,7.783783783783784,Scotland
S Hunter,23,24,0.0,5.75,Turks and Caicos Island
S Hussein,42,54,2.0,4.666666666666667,Malawi
S Immadi,187,205,5.0,5.4731707317073175,United States of America
S Ingabire,98,112,8.0,5.25,Rwanda
S Ishaque,60,50,4.0,7.199999999999999,India
S Ismail,1108,1075,55.0,6.184186046511629,South Africa
S Jamil,30,13,1.0,13.846153846153843,Belgium
S Jayasinghe,97,83,4.0,7.0120481927710845,Bahrain
S Jeelany,8,16,4.0,3.0,Oman
S Jegannathan,86,99,6.0,5.212121212121213,Indonesia
S Jimmy,244,328,29.0,4.463414634146341,Papua New Guinea
S Joseph,246,176,11.0,8.386363636363637,West Indies
S Kailath,98,72,1.0,8.166666666666668,Austria
S Kamate,60,49,3.0,7.346938775510204,Mali
S Kananji,203,250,13.0,4.872,Malawi
S Kanankege,173,169,3.0,6.142011834319526,Italy
S Kaneria,36,34,2.0,6.352941176470589,Belgium
S Kato,203,229,7.0,5.318777292576419,Japan
S Kaul,36,24,3.0,9.0,India
S Khadka,26,33,2.0,4.727272727272727,Nepal
S Kharvi,20,20,4.0,6.0,Indonesia
S Khatiwada,1,12,1.0,0.5,Nepal
S Khatri,50,32,0.0,9.375,Malta
S Kijiana,66,72,3.0,5.5,Fiji
S Kizito,100,144,4.0,4.166666666666666,Tanzania
S Kolcharam,127,99,5.0,7.696969696969697,Germany
S Kolcunova,242,219,4.0,6.63013698630137,Czech Republic
S Koppolu,205,146,4.0,8.424657534246576,Slovenia
S Kotte,188,292,16.0,3.863013698630137,United Arab Emirates
S Kruger,27,24,0.0,6.75,Argentina
S Kucuksucu,38,31,2.0,7.35483870967742,Croatia
S Kushretha,203,169,9.0,7.207100591715976,Luxembourg
S Lackay,59,24,2.0,14.75,South Africa
S Lamichhane,932,934,72.0,5.987152034261242,Nepal
S Laomi,524,721,47.0,4.360610263522885,Thailand
S Lateh,44,35,1.0,7.542857142857143,Thailand
S Linden,23,15,0.0,9.2,Sweden
S Loubser,167,152,5.0,6.592105263157894,South Africa
S Lundell,8,12,1.0,4.0,Sweden
S Luus,585,466,15.0,7.532188841201716,South Africa
S Mabuza,165,128,3.0,7.734375,Eswatini
S MacMahon,136,153,6.0,5.333333333333333,Ireland
S Maduranga,223,163,10.0,8.208588957055216,South Korea
S Magar,38,61,1.0,3.737704918032787,Nepal
S Mahmood,474,305,19.0,9.324590163934426,England
S Matijevic,116,142,9.0,4.901408450704226,Serbia
S Meyenborg,21,26,4.0,4.846153846153847,Germany
S Miyaji,68,73,2.0,5.58904109589041,Japan
S Molineux,404,402,19.0,6.029850746268657,Australia
S Mosweu,191,162,4.0,7.0740740740740735,Botswana
S Mtae,21,24,5.0,5.25,Tanzania
S Muniandy,562,410,21.0,8.22439024390244,Malaysia
S Murari,50,67,2.0,4.477611940298508,Costa Rica
S Muthusamy,70,66,3.0,6.363636363636363,South Africa
S Nadigotla,30,26,3.0,6.9230769230769225,Romania
S Naidu,77,62,0.0,7.451612903225806,South Africa
S Nair,74,77,3.0,5.766233766233766,Oman
S Nampiina,163,189,16.0,5.174603174603175,Uganda
S Namusha,48,126,4.0,2.2857142857142856,Namibia
S Nisansala,122,94,2.0,7.787234042553191,Sri Lanka
S Nitschke,46,49,2.0,5.63265306122449,Australia
S Nsubuga,132,122,7.0,6.491803278688526,Uganda
S Nunna,89,80,2.0,6.675000000000001,Bahrain
S Ogundipe,11,19,0.0,3.473684210526316,Nigeria
S Ostergaard,67,96,7.0,4.1875,Denmark
S Ozkunduz,45,46,1.0,5.869565217391305,Turkey
S Pandey,517,419,16.0,7.403341288782816,India
S Pattenden,39,39,0.0,6.0,Estonia
S Pillai,98,122,6.0,4.819672131147541,Costa Rica
S Pitabeddara,23,12,0.0,11.5,South Korea
S Pradhan,240,205,13.0,7.024390243902438,Bhutan
S Prasanna,203,178,6.0,6.842696629213483,Sri Lanka
S Ramakrishnan,14,7,0.0,12.0,Czech Republic
S Ramautar,47,59,3.0,4.779661016949152,United States of America
S Rana,224,227,14.0,5.920704845814978,India
S Ranade,10,8,0.0,7.5,Japan
S Randiv,106,104,8.0,6.115384615384615,Sri Lanka
S Ravichandran,162,200,23.0,4.86,Japan
S Ravikumar,95,97,4.0,5.876288659793814,Costa Rica
S Ravoka,94,73,5.0,7.726027397260275,Fiji
S Rengarajan,29,19,1.0,9.157894736842106,Czech Republic
S Rokuad,33,26,0.0,7.615384615384615,France
S Rossi,74,50,0.0,8.879999999999999,Argentina
S Rukmal,147,128,3.0,6.890625,Seychelles
S Sadarangani,143,138,6.0,6.217391304347826,Germany
S Saeed,44,36,2.0,7.333333333333334,Maldives
S Sajana,24,13,0.0,11.076923076923077,India
S Samuels,114,96,2.0,7.125,Cook Islands
S Sarandeva,192,157,6.0,7.337579617834395,Bulgaria
S Sarthak,74,54,4.0,8.222222222222223,Bahrain
S Selvaraj,100,92,2.0,6.521739130434782,Tanzania
S Sengupta,107,77,3.0,8.337662337662337,Czech Republic
S Sharma,14,18,1.0,4.666666666666667,India
S Shrivastava,233,176,7.0,7.943181818181818,Oman
S Siegers,614,651,30.0,5.658986175115207,Netherlands
S Sigaiwasa,106,129,9.0,4.930232558139535,Fiji
S Simic,50,70,2.0,4.285714285714286,Serbia
S Singh,8,6,0.0,8.0,Kenya
S Smith,24,13,2.0,11.076923076923077,Bermuda
S Snater,229,131,10.0,10.48854961832061,Netherlands
S Sola,73,55,4.0,7.963636363636365,Samoa
S Solman,192,221,7.0,5.212669683257919,Vanuatu
S Sreesanth,119,70,2.0,10.2,India
S Stanikzay,54,49,2.0,6.612244897959183,France
S Sugaya-Slater,33,20,0.0,9.9,Japan
S Tabuisulu,102,76,2.0,8.052631578947368,Fiji
S Talamarla,25,30,2.0,5.0,Czech Republic
S Tarawally,84,94,2.0,5.361702127659575,Sierra Leone
S Thakor,379,444,30.0,5.121621621621622,Tanzania
S Thakur,56,37,0.0,9.08108108108108,Romania
S Thanikaithasan,15,12,0.0,7.5,Denmark
S Thapa,147,169,15.0,5.218934911242604,Qatar
S Tino,10,39,2.0,1.5384615384615383,Uganda
S Tippoch,319,400,24.0,4.785,Thailand
S Tobgay,50,24,0.0,12.5,Bhutan
S Tosic,203,104,6.0,11.711538461538462,Serbia
S Tuhadeleni,239,338,27.0,4.242603550295858,Namibia
S Tyagi,21,13,0.0,9.692307692307692,India
S Vaia,83,96,2.0,5.1875,Cook Islands
S Vashisht,253,277,22.0,5.48014440433213,Romania
S Vasilakis,44,38,1.0,6.947368421052632,Greece
S Vats,141,83,3.0,10.19277108433735,Luxembourg
S Vaz,45,38,2.0,7.105263157894736,Portugal
S Veerapathiran,575,402,28.0,8.582089552238806,Bahrain
S Venkataraman,65,66,4.0,5.909090909090909,United Arab Emirates
S Vesawkar,42,30,0.0,8.399999999999999,Nepal
S Vijay Unni,562,585,38.0,5.764102564102564,Malaysia
S Vijayakumar,37,48,2.0,4.625,Singapore
S Vithayathil,8,18,2.0,2.6666666666666665,Turks and Caicos Island
S Walaza,255,267,15.0,5.730337078651686,Uganda
S Waqas Ahmed,43,33,3.0,7.818181818181818,Norway
S Weleilakeba,33,20,0.0,9.9,Fiji
S Wetoto,102,106,12.0,5.773584905660377,Kenya
S Wickramasekara,249,220,14.0,6.790909090909091,Czech Republic
S Williams,262,230,9.0,6.834782608695653,Sierra Leone
S Yenamandra,30,31,1.0,5.806451612903226,Belgium
S Yeshi,349,330,18.0,6.345454545454546,Bhutan
S Yildirim,2,16,3.0,0.75,Turkey
S di Bartolomeo,85,100,10.0,5.1,Italy
SA Abbott,521,375,24.0,8.336,Australia
SA Ahmad,228,235,15.0,5.82127659574468,Denmark
SA Akenji,91,75,3.0,7.28,Cameroon
SA Campbelle,242,253,13.0,5.739130434782609,West Indies
SA Engelbrecht,22,18,2.0,7.333333333333334,Netherlands
SA Jumbe,803,613,40.0,7.859706362153344,Tanzania
SA Mohandas,319,272,13.0,7.036764705882353,Hungary
SA Okpe,496,544,38.0,5.470588235294118,Nigeria
SA Panayan,306,277,15.0,6.628158844765343,Qatar
SA Pradhan,56,37,1.0,9.08108108108108,Singapore
SA Wittmann,389,519,26.0,4.497109826589596,Namibia
SA van Breda,10,6,0.0,10.0,Jersey
SACA King,96,95,3.0,6.063157894736842,West Indies
SAN Maypriani,177,266,13.0,3.992481203007519,Indonesia
SB Chamundaiah,49,50,2.0,5.88,Austria
SB Styris,198,171,10.0,6.947368421052632,New Zealand
SC Getkate,205,150,6.0,8.2,Ireland
SC Kuggeleijn,215,169,9.0,7.633136094674557,New Zealand
SC Kumari,31,38,2.0,4.894736842105263,Nepal
SC Meaker,45,27,1.0,10.0,England
SC Selman,500,445,19.0,6.741573033707866,West Indies
SC Williams,667,591,23.0,6.771573604060913,Zimbabwe
SC van Schalkwyk,209,134,11.0,9.35820895522388,United States of America
SCJ Broad,972,737,42.0,7.913161465400272,England
SD Bahadur,69,45,1.0,9.2,India
SD Parry,23,12,0.0,11.5,England
SD Ranawaka,57,52,1.0,6.5769230769230775,Bahrain
SD Valjalo,78,44,5.0,10.636363636363637,Croatia
SDJJ Dima,121,84,4.0,8.642857142857142,Mozambique
SE Aley,39,26,0.0,9.0,Australia
SE Bond,194,188,11.0,6.191489361702128,New Zealand
SE Rutherford,64,39,3.0,9.846153846153848,West Indies
SEA Ruck,41,48,3.0,5.125,New Zealand
SF Daley,250,290,21.0,5.172413793103448,West Indies
SF Jerome,168,226,11.0,4.460176991150442,Tanzania
SF Mire,86,50,0.0,10.32,Zimbabwe
SF Nhavotso,33,18,1.0,11.0,Mozambique
SF Tiai,181,145,7.0,7.489655172413793,Samoa
SFM Devine,826,719,44.0,6.892906815020861,New Zealand
SFS Cheema,166,121,12.0,8.231404958677686,Austria
SG Borthwick,15,24,1.0,3.75,England
SG Diaby,51,57,2.0,5.368421052631579,Mali
SG Whittingham,46,38,2.0,7.263157894736842,Scotland
SH Johnson,103,69,3.0,8.956521739130434,Australia
SH Lawlor,46,37,2.0,7.45945945945946,Luxembourg
SH Obed,108,84,5.0,7.714285714285715,Vanuatu
SHA Rance,218,142,10.0,9.211267605633802,New Zealand
SI Bara,11,45,2.0,1.4666666666666666,Indonesia
SI Kamea,375,309,14.0,7.281553398058252,Papua New Guinea
SI Mahmood,95,52,2.0,10.961538461538462,England
SIP Fernando,473,452,29.0,6.278761061946902,Sri Lanka
SIR Dunkley,13,24,1.0,3.25,England
SJ Benn,585,456,15.0,7.697368421052632,West Indies
SJ Bruce,46,40,2.0,6.9,Barbados
SJ Coyte,151,181,17.0,5.0055248618784525,Australia
SJ Harmison,30,26,0.0,6.9230769230769225,England
SJ Hughes-Pinan,61,99,2.0,3.696969696969697,Spain
SJ Patel,74,56,4.0,7.928571428571429,Czech Republic
SK Atai,71,62,3.0,6.870967741935484,Papua New Guinea
SK Awiah,180,181,17.0,5.966850828729282,Ghana
SK Dolawatte,13,18,3.0,4.333333333333333,Sri Lanka
SK Naidu,18,18,0.0,6.0,India
SK Raina,217,181,9.0,7.193370165745856,India
SK Rana,5,7,0.0,4.285714285714286,Qatar
SK Ravuri,70,108,9.0,3.888888888888889,Sweden
SK Reddy,7,20,3.0,2.1,Austria
SK Sonpethkar,33,29,1.0,6.827586206896552,Singapore
SK Springer,85,52,5.0,9.807692307692308,West Indies
SKDT Madusanka,145,81,5.0,10.74074074074074,Seychelles
SKR Mallidi,35,20,1.0,10.5,Sweden
SKS Gill,151,93,3.0,9.741935483870968,Luxembourg
SL Gomez,90,79,1.0,6.835443037974684,Kuwait
SL Kalis,15,15,1.0,6.0,Netherlands
SL Malinga,1151,923,55.0,7.482123510292524,Sri Lanka
SL Munroe,76,74,2.0,6.162162162162161,West Indies
SL Quintyne,251,260,10.0,5.792307692307692,West Indies
SM Ariyasinghage,16,8,0.0,12.0,Austria
SM Benade,23,51,4.0,2.7058823529411766,South Africa
SM Boland,31,24,0.0,7.75,Australia
SM Curran,1052,721,35.0,8.754507628294036,England
SM Dhakal,44,37,1.0,7.135135135135135,Nepal
SM Dhanusri,20,28,1.0,4.285714285714286,Malaysia
SM Harwood,21,24,2.0,5.25,Australia
SM Mayers,35,30,1.0,7.0,Zimbabwe
SM Nash,207,151,12.0,8.225165562913906,Samoa
SM Pollock,233,174,11.0,8.03448275862069,South Africa
SM Sharif,789,573,37.0,8.261780104712042,Scotland
SM Sharma,69,25,1.0,16.56,United Arab Emirates
SM Tupou,90,77,6.0,7.012987012987013,Fiji
SM Warnakulasuriya,57,42,1.0,8.142857142857142,France
SMHH Aung,17,7,1.0,14.57142857142857,Myanmar
SMK Waththage,221,180,7.0,7.366666666666667,Czech Republic
SMR Ruelas,22,36,1.0,3.666666666666667,Other
SMSM Senanayake,249,221,10.0,6.760180995475113,Sri Lanka
SN Netravalkar,564,503,22.0,6.727634194831015,United States of America
SN Pradhan,30,24,3.0,7.5,India
SN Shihepo,283,372,26.0,4.564516129032258,Namibia
SN Thakur,305,206,15.0,8.883495145631068,India
SNJ O'Keefe,90,74,4.0,7.297297297297297,Australia
SO Ngoche,1033,938,70.0,6.607675906183369,Kenya
SO Tikolo,73,57,3.0,7.684210526315789,Kenya
SP Gauchan,30,24,1.0,7.5,Nepal
SP Krishnamurthi,13,12,2.0,6.5,United States of America
SP Narine,351,307,15.0,6.859934853420196,West Indies
SPD Smith,168,132,8.0,7.636363636363637,Australia
SPS Shikongo,18,24,2.0,4.5,Namibia
SPY Baron,11,11,0.0,6.0,France
SR Bhudia,119,112,3.0,6.375,Kenya
SR Clark,125,125,8.0,6.0,Australia
SR Magar,346,485,32.0,4.2804123711340205,Nepal
SR McAnanama-Brereton,124,101,7.0,7.366336633663366,Germany
SR Patel,237,174,5.0,8.172413793103448,England
SR Patil,277,251,19.0,6.621513944223107,India
SR Rocket,183,141,6.0,7.787234042553191,Seychelles
SR Taylor,773,799,42.0,5.804755944931164,West Indies
SR Tendulkar,13,15,2.0,5.2,India
SR Thadani,108,106,5.0,6.113207547169811,United States of America
SR Thompson,308,236,13.0,7.830508474576272,Ireland
SR Watson,779,605,36.0,7.725619834710743,Australia
SRMJJ Arachchilage,9,6,0.0,9.0,Cyprus
SS Connell,698,618,27.0,6.776699029126213,West Indies
SS Cottrell,737,556,30.0,7.953237410071942,West Indies
SS Grimmond,123,107,9.0,6.897196261682243,West Indies
SS Kang,140,144,7.0,5.833333333333333,United Arab Emirates
SS Pathirana,53,30,1.0,10.6,Sri Lanka
SS Shukla,27,30,3.0,5.4,Bahrain
SS Weerakkody,104,94,6.0,6.638297872340425,Sri Lanka
SSB Magala,101,54,2.0,11.222222222222223,South Africa
SSM Stanislaus,26,12,0.0,13.0,Malta
ST Eyyunni,32,26,0.0,7.384615384615385,United States of America
ST Finn,339,272,16.0,7.477941176470589,England
ST Frohnmayer,119,123,5.0,5.804878048780488,Germany
ST Jayasuriya,228,159,8.0,8.60377358490566,Sri Lanka
ST Yalimaiwai,49,38,2.0,7.736842105263157,Fiji
ST de Silva,10,6,0.0,10.0,Sri Lanka
STR Binny,46,19,1.0,14.526315789473683,India
STRA de Silva,77,39,0.0,11.846153846153848,Seychelles
SV Wiig,45,32,2.0,8.4375,United States of America
SVE Bharathi,384,458,29.0,5.030567685589519,Germany
SW Bates,308,277,15.0,6.671480144404333,New Zealand
SW Masakadza,150,88,4.0,10.227272727272728,Zimbabwe
SW Tait,290,235,9.0,7.404255319148936,Australia
SY Win,123,154,13.0,4.792207792207792,Myanmar
SYD Chan,42,53,0.0,4.754716981132075,Hong Kong
SZ Vayani,203,155,12.0,7.858064516129032,Malawi
Saad Bin Zafar,420,457,31.0,5.514223194748359,Canada
Sabbir Rahman,50,36,1.0,8.333333333333332,Bangladesh
Saber Zakhil,46,34,1.0,8.117647058823529,Belgium
Sabikun Nahar Jesmin,28,25,2.0,6.720000000000001,Bangladesh
Sabir Ali,56,40,2.0,8.399999999999999,Bangladesh
Sabnam Rai,158,148,5.0,6.405405405405405,Nepal
Sabreen Zaki,27,23,0.0,7.043478260869566,Kuwait
Sachin Ganpat Shinde,24,13,0.0,11.076923076923077,Serbia
Sachin Kumar,103,56,1.0,11.035714285714285,Bahrain
Sadamali Bhakshala,188,179,6.0,6.301675977653631,Bahrain
Sadia Iqbal,562,589,29.0,5.7249575551782685,Pakistan
Sadia Yousuf,541,490,29.0,6.624489795918366,Pakistan
Saee Parkhi,26,26,0.0,6.0,Bahrain
Saeed Ahmed,100,63,4.0,9.523809523809524,Sweden
Saeed Ajmal,740,651,43.0,6.820276497695852,Pakistan
Saeed Waqar Ali,186,115,5.0,9.704347826086956,Slovenia
Sagar Pun,24,24,1.0,6.0,Nepal
Saghir Khan,179,134,10.0,8.014925373134329,United Arab Emirates
Sahel Zadran,528,434,16.0,7.299539170506913,Austria
Sahil Chauhan,11,7,0.0,9.428571428571429,Estonia
Sahir Naqash,433,361,34.0,7.196675900277009,Germany
Sai Hla Htwe,23,26,2.0,5.307692307692308,Myanmar
Saif Hassan,51,49,2.0,6.244897959183674,Bangladesh
Saim Ayub,172,143,7.0,7.216783216783217,Pakistan
Sajad Ahmadzai,93,94,5.0,5.9361702127659575,Belgium
Sajedul Islam,15,7,0.0,12.857142857142858,Bangladesh
Sajid Khan,75,51,1.0,8.823529411764707,Croatia
Sajid Khan Afridi,67,39,1.0,10.307692307692308,Greece
Sajid Liaqat,245,168,17.0,8.75,Germany
Sajid Safi,15,6,0.0,15.0,Belgium
Salma Khatun,742,858,44.0,5.188811188811189,Bangladesh
Salman Mirza,172,183,14.0,5.639344262295082,Pakistan
Salman Nazar,109,81,7.0,8.074074074074074,Canada
Salvin Stanly,74,61,1.0,7.278688524590164,Cambodia
Samader Shadab,60,40,2.0,9.0,Greece
Samarth Shetty,14,12,1.0,7.0,Sweden
Sameera Khan,189,187,8.0,6.064171122994653,Oman
Sami Sohail,326,246,20.0,7.951219512195122,Malawi
Sami Ullah,59,65,4.0,5.446153846153846,Romania
Samiullah Rahmani,109,81,5.0,8.074074074074074,Sweden
San Nyo Htwe,5,7,0.0,4.285714285714286,Myanmar
Sana Mir,855,836,29.0,6.136363636363637,Pakistan
Sana Ullah,54,44,2.0,7.363636363636363,South Korea
Sandeep Goud,162,94,3.0,10.340425531914892,Bahamas
Sandeep Nair,41,26,0.0,9.461538461538462,Bulgaria
Sandeep Sharma,40,27,1.0,8.88888888888889,India
Sangay Yangzom,30,20,0.0,9.0,Bhutan
Sangita Rai,51,64,6.0,4.78125,Nepal
Sani E Zehra,69,49,1.0,8.448979591836736,Oman
Sania Khan,154,142,11.0,6.507042253521128,Pakistan
Saniyah Zia,82,87,6.0,5.655172413793103,Canada
Sanjay Kumar Ahir,29,29,1.0,6.0,Panama
Sanjida Akter Meghla,209,250,11.0,5.016,Bangladesh
Santiago Duggan,66,84,3.0,4.714285714285714,Argentina
Sapan Mehta,9,6,0.0,9.0,Finland
Saqib Naveed,33,15,0.0,13.2,Estonia
Saqib Zulfiqar,26,18,0.0,8.666666666666666,Netherlands
Saqlain Arshad,65,60,5.0,6.5,Qatar
Sara,16,14,0.0,6.857142857142857,Saudi Arabia
Sara Vivek,27,28,0.0,5.785714285714286,Bahrain
Saran Aslam,8,8,0.0,6.0,Denmark
Saranya Kotha,49,84,8.0,3.5,Switzerland
Sarawut Maliwan,389,366,25.0,6.377049180327869,Thailand
Sareer Shah,197,134,4.0,8.82089552238806,Luxembourg
Sarfaraj Patel,20,18,2.0,6.666666666666667,Lesotho
Sarfaraz Ali,536,466,27.0,6.901287553648068,Bahrain
Sasha Azmi,239,289,13.0,4.961937716262976,Malaysia
Saud Munir,196,190,19.0,6.189473684210527,Denmark
Saurabh Kumar,74,36,0.0,12.333333333333332,South Korea
Sayed Monib,747,576,45.0,7.78125,Kuwait
Sazib Bhuiyan,451,318,28.0,8.50943396226415,Czech Republic
Sejal Vinod,11,23,3.0,2.8695652173913047,Switzerland
Serdar Burak Emir,14,14,0.0,6.0,Turkey
Seri Chang,77,90,2.0,5.133333333333333,South Korea
Seungmin Song,59,85,3.0,4.164705882352941,South Korea
Shadab Khan,1189,960,48.0,7.43125,Pakistan
Shafali Verma,96,89,5.0,6.47191011235955,India
Shafat Ali Syed,42,48,5.0,5.25,Spain
Shafia Hassan,55,56,3.0,5.892857142857142,Singapore
Shafina Mahesh,381,358,14.0,6.385474860335195,Singapore
Shafiq Jan,28,24,2.0,7.0,Oman
Shafiul Islam,296,216,10.0,8.222222222222223,Bangladesh
Shafiullah Zakhel,48,24,1.0,12.0,Belgium
Shagharai Sefat,91,79,6.0,6.911392405063291,Belgium
Shah Abrar Hussain,306,252,17.0,7.285714285714285,Cambodia
Shah Faisal,231,198,12.0,7.0,Oman
Shahab Alam,143,96,5.0,8.9375,Nepal
Shahadat Hossain,153,80,2.0,11.475,Bangladesh
Shahbaz Ahmed,13,13,1.0,6.0,India
Shaheen Shah Afridi,1298,1018,73.0,7.650294695481335,Pakistan
Shahid Afridi,1380,1169,47.0,7.082976903336185,Pakistan
Shahid Mahmood,128,106,5.0,7.245283018867925,Bahrain
Shahil Momin,142,127,3.0,6.708661417322835,Austria
Shahnawaz Dhani,169,113,5.0,8.97345132743363,Pakistan
Shahreeennawab,170,151,5.0,6.754966887417218,Qatar
Shahrukh Quddus,232,167,7.0,8.335329341317365,Kuwait
Shahzaib,28,25,2.0,6.720000000000001,Saudi Arabia
Shahzeb Choudhry,13,26,2.0,3.0,Sweden
Shaik Basha,122,71,7.0,10.309859154929576,Tanzania
Shaila Sharmin,36,25,0.0,8.64,Bangladesh
Shakeel Ahmed,515,468,18.0,6.602564102564103,Oman
Shakerullah Safi,5,6,0.0,5.0,Denmark
Shakib Al Hasan,1508,1226,59.0,7.38009787928222,Bangladesh
Shamim Hossain,93,81,3.0,6.888888888888889,Bangladesh
Shamma Ali,126,100,5.0,7.56,Maldives
Shamsullah Ehsan,67,46,3.0,8.73913043478261,Turkey
Shan Siddiqui,19,16,0.0,7.125,Gambia
Shantanu Kaveri,78,112,9.0,4.178571428571429,Mexico
Shariq Munir,63,43,1.0,8.790697674418604,Qatar
Shariz Ahmad,131,92,6.0,8.543478260869566,Netherlands
Shashikant Laxman,152,154,10.0,5.922077922077922,Mexico
Shayan Khan,21,13,1.0,9.692307692307692,Estonia
Sheikh Rasik,125,116,5.0,6.465517241379311,Hungary
Shenjian Zheng,32,7,0.0,27.428571428571427,China
Sher Sahak,120,104,7.0,6.9230769230769225,Norway
Sheraz Sheikh,140,103,8.0,8.155339805825243,Belgium
Sheraz Sirwari,61,37,3.0,9.891891891891891,Switzerland
Shiraz Khan,591,587,32.0,6.040885860306644,Kuwait
Shivam Mavi,83,47,1.0,10.595744680851064,India
Shivam Sharma,41,48,5.0,5.125,Canada
Shivani Sati,9,8,1.0,6.75,Luxembourg
Shoaib Akhtar,151,111,6.0,8.162162162162163,Pakistan
Shoaib Ali,23,25,1.0,5.5200000000000005,Eswatini
Shoaib Malik,397,332,16.0,7.174698795180722,Pakistan
Shoaib Rafiq,83,133,8.0,3.74436090225564,Mexico
Shohely Akhter,38,54,6.0,4.222222222222222,Bangladesh
Shorifa Khatun,123,86,2.0,8.58139534883721,Bangladesh
Shoriful Islam,993,674,37.0,8.839762611275965,Bangladesh
Shorna Akter,144,109,7.0,7.926605504587156,Bangladesh
Shunan Ali,154,138,10.0,6.695652173913044,Maldives
Shuvagata Hom,40,36,1.0,6.666666666666667,Bangladesh
Sidhant Singh,64,39,3.0,9.846153846153848,Singapore
Sikandar Raza,919,839,49.0,6.572109654350417,Zimbabwe
Sikander Zulfiqar,8,6,0.0,8.0,Netherlands
Sikder Billah,20,12,1.0,10.0,Bahrain
Simi Singh,541,451,20.0,7.197339246119734,Ireland
Simrah Mirza,66,45,1.0,8.799999999999999,Saudi Arabia
Sinan Khan,57,33,3.0,10.363636363636363,Greece
Siow Tzin Yee,47,58,4.0,4.862068965517241,Malaysia
Sirajullah Khadim,254,255,13.0,5.976470588235294,Portugal
Smriti Anand,21,19,0.0,6.631578947368421,Singapore
Smruthi Radhakrishnan,51,51,1.0,6.0,Singapore
Snigdha Paul,43,38,2.0,6.789473684210526,United States of America
Sobu George,19,6,0.0,19.0,Malta
Sofia Mardones,77,50,2.0,9.24,Other
Sohag Gazi,218,148,4.0,8.837837837837839,Bangladesh
Sohail Ahmad,72,34,2.0,12.705882352941178,Croatia
Sohail Ahmed,41,25,0.0,9.84,Bahrain
Sohail Tanvir,852,704,37.0,7.261363636363637,Pakistan
Sohel Patel,26,18,0.0,8.666666666666666,Panama
Sok Srey Maov,109,109,4.0,6.0,Cambodia
Sompal Kami,950,859,44.0,6.635622817229336,Nepal
Sonam,176,190,11.0,5.557894736842105,Bhutan
Song Yangyang,13,8,0.0,9.75,West Indies
Soniya Dabir,18,24,1.0,4.5,India
