bowler,runs_conceded,balls_bowled,wickets_taken,economy,team
Soumya Sarkar,257,176,8.0,8.761363636363637,Bangladesh
Soyeb Pendi,112,102,9.0,6.588235294117648,Zambia
Suabika Manivannan,89,78,4.0,6.846153846153846,Malaysia
Sufiyan Muqeem,77,64,8.0,7.21875,Pakistan
Sufyan Mehmood,315,252,17.0,7.5,Oman
Suhail Sattar,54,50,3.0,6.48,Timor-Leste
Suhrawadi Shuvo,12,6,0.0,12.0,Bangladesh
Sukhjinder Singh,41,54,2.0,4.555555555555555,Canada
Sukhkaran Sahi,15,19,0.0,4.7368421052631575,Romania
Sulaiman Ali,160,101,4.0,9.504950495049506,Bulgaria
Sulaimon Runsewe,14,12,1.0,7.0,Nigeria
Sultan Ahmed,189,166,8.0,6.831325301204819,United Arab Emirates
Sultana Khatun,185,164,9.0,6.768292682926829,Bangladesh
Sumaiya Siddiqi,84,100,3.0,5.04,Pakistan
Suman Ghimire,47,39,2.0,7.23076923076923,Portugal
Sumayya Abdul,110,73,0.0,9.04109589041096,Maldives
Sumit Singh,18,12,1.0,9.0,Finland
Suraiya Azmin,32,56,5.0,3.4285714285714284,Bangladesh
Surinder Singh,131,85,4.0,9.247058823529413,Philippines
Surya Anand,201,191,6.0,6.31413612565445,Denmark
Syazrul Idrus,287,246,27.0,7.0,Malaysia
Syed Ali Gillani,62,46,2.0,8.08695652173913,Sweden
Syed Amanullah,9,8,1.0,6.75,Greece
Syed Aqeel Israr,99,105,6.0,5.657142857142857,Ghana
Syed Aziz,741,649,46.0,6.850539291217258,Malaysia
Syed Maisam Ali,50,50,5.0,6.0,Portugal
Syed Rasel,120,122,4.0,5.901639344262295,Bangladesh
Syeda Aroob Shah,216,181,5.0,7.1602209944751385,Pakistan
Sylvia Usabyimana,75,86,3.0,5.232558139534884,Rwanda
T Abdulquadri,112,131,9.0,5.129770992366412,Nigeria
T Amarmend,274,197,8.0,8.345177664974619,Mongolia
T Araliya,109,109,5.0,6.0,Italy
T Ariuntsetseg,114,138,4.0,4.956521739130435,Mongolia
T Bukenya,42,26,0.0,9.692307692307692,Uganda
T Calingin,15,10,0.0,9.0,Malta
T Chabila,122,122,2.0,6.0,Malawi
T Cheki,78,92,6.0,5.086956521739131,Bhutan
T Chopel,29,13,0.0,13.384615384615383,Bhutan
T Chopra,46,33,0.0,8.363636363636363,United States of America
T Dissanayake,93,121,1.0,4.6115702479338845,Bulgaria
T Dlamini,210,222,4.0,5.675675675675675,Eswatini
T Elikana,14,7,0.0,12.0,Cook Islands
T Filer,19,24,4.0,4.75,Estonia
T Gwandu,221,165,11.0,8.036363636363635,Zimbabwe
T Hanum,18,26,3.0,4.153846153846153,Indonesia
T Hewa,13,10,0.0,7.800000000000001,Cayman Islands
T Iosefo,141,169,15.0,5.005917159763314,Samoa
T Jamtsho,161,124,1.0,7.790322580645161,Bhutan
T Kahamker,60,51,4.0,7.0588235294117645,Israel
T Kazanci,69,52,0.0,7.961538461538462,Austria
T Khabo,98,78,1.0,7.538461538461538,Lesotho
T Kobeli,112,85,2.0,7.905882352941177,Lesotho
T Kolcunova,159,186,1.0,5.129032258064516,Czech Republic
T Koloi,91,76,2.0,7.184210526315789,Lesotho
T Lafai,74,78,1.0,5.692307692307692,Samoa
T Legaabile,101,99,4.0,6.121212121212121,Botswana
T Lhaden,29,31,2.0,5.612903225806451,Bhutan
T Luka,38,49,5.0,4.653061224489796,Malawi
T Lungameni,451,387,16.0,6.992248062015504,Namibia
T Makusha,47,39,2.0,7.23076923076923,Zimbabwe
T Malinga,243,274,6.0,5.321167883211679,Eswatini
T Martin,26,20,1.0,7.800000000000001,Luxembourg
T Marumani,8,6,0.0,8.0,Zimbabwe
T Mishra,8,6,1.0,8.0,Kenya
T Motlhabaphuti,14,13,1.0,6.461538461538462,Botswana
T Mpandakwaya,32,21,1.0,9.142857142857142,Malawi
T Mpatane,74,48,2.0,9.25,Botswana
T Mulepati,43,65,6.0,3.969230769230769,Finland
T Munyonga,45,56,2.0,4.821428571428571,Zimbabwe
T Mupariwa,45,33,1.0,8.181818181818182,Zimbabwe
T Musekiwa,53,69,4.0,4.608695652173913,Zimbabwe
T Muzarabani,106,63,2.0,10.095238095238097,Zimbabwe
T Natarajan,53,50,4.0,6.36,India
T Nightingale,105,98,1.0,6.428571428571429,Guernsey
T Oyella,7,24,1.0,1.75,Uganda
T Panyangara,199,157,9.0,7.6050955414012735,Zimbabwe
T Parima,1,2,0.0,3.0,Cook Islands
T Perera,395,295,22.0,8.033898305084746,Botswana
T Piakura,9,6,0.0,9.0,Cook Islands
T Putthawong,569,785,67.0,4.349044585987261,Thailand
T Rajiv,16,6,0.0,16.0,Seychelles
T Ramabitsa,159,173,8.0,5.514450867052023,Lesotho
T Ritawa,109,86,9.0,7.604651162790698,Cook Islands
T Rossi,241,213,13.0,6.788732394366196,Argentina
T Salcedo,45,92,11.0,2.9347826086956523,Other
T Sandaruwan,63,44,4.0,8.590909090909092,Romania
T Sangha,171,122,4.0,8.40983606557377,Australia
T Sarada,41,49,1.0,5.020408163265307,Malta
T Shabani,17,38,1.0,2.6842105263157894,Tanzania
T Shadrack,337,415,22.0,4.872289156626506,Botswana
T Shamsi,842,666,32.0,7.585585585585585,South Africa
T Shanmugam,34,25,1.0,8.16,India
T Singye,53,25,1.0,12.72,Bhutan
T Skordili,7,13,2.0,3.230769230769231,Greece
T Smith,12,6,0.0,12.0,Jersey
T Stubbs,41,13,0.0,18.923076923076923,South Africa
T Taibu,42,24,0.0,10.5,Zimbabwe
T Taylor,254,215,14.0,7.088372093023256,Cayman Islands
T Thorpe,63,74,4.0,5.108108108108108,Canada
T Thushara,104,76,5.0,8.210526315789474,Sri Lanka
T Trajkovic,61,97,11.0,3.77319587628866,Serbia
T Tshose,423,340,17.0,7.464705882352941,Botswana
T Tumursukh,180,117,4.0,9.230769230769232,Mongolia
T Ulutuna,7,6,0.0,7.0,Turkey
T Vanuarua,93,100,3.0,5.58,Cook Islands
T Wang Ling,27,19,0.0,8.526315789473685,Singapore
T Wangchuk,442,362,23.0,7.3259668508287294,Bhutan
T Yangchen,22,19,0.0,6.947368421052632,Kuwait
T Yotharat,34,28,2.0,7.285714285714285,Thailand
T Zangmo,214,255,9.0,5.035294117647059,Bhutan
T Zotos,30,30,2.0,6.0,Greece
T van der Gugten,494,424,32.0,6.9905660377358485,Netherlands
TA Boult,854,669,37.0,7.6591928251121075,New Zealand
TA Dudnath,35,34,3.0,6.1764705882352935,United States of America
TA Lavia,86,145,9.0,3.5586206896551724,Canada
TAM Siriwardana,45,38,3.0,7.105263157894736,Sri Lanka
TAW Patterson,31,13,0.0,14.307692307692308,Belize
TB Sole,78,74,3.0,6.324324324324324,Scotland
TC Mataora,17,16,1.0,6.375,Cook Islands
TC Vine,86,67,3.0,7.701492537313433,Spain
TCW Veillard,32,24,1.0,8.0,Guernsey
TD Astle,72,48,3.0,9.0,New Zealand
TD Chaoana,164,129,3.0,7.627906976744186,Lesotho
TD Smartt,272,294,15.0,5.551020408163265,West Indies
TE Kane,18,13,0.0,8.307692307692307,Ireland
TF van Woerkom,10,7,0.0,8.571428571428571,Ireland
TG Norris,30,56,1.0,3.2142857142857144,United States of America
TG Southee,1839,1419,84.0,7.775898520084567,New Zealand
TG Thamae,54,37,4.0,8.756756756756756,Lesotho
TGJ Gruijters,27,31,2.0,5.225806451612903,Netherlands
TH David,67,55,2.0,7.309090909090909,Australia
TH Semau,109,156,12.0,4.192307692307692,Samoa
TI Gajanayake,323,306,12.0,6.333333333333334,Bahrain
TJ Draca,54,65,4.0,4.984615384615385,Italy
TJ Mahe,77,56,1.0,8.25,Lesotho
TJ Murtagh,145,145,8.0,6.0,Ireland
TJ Vlaeminck,263,263,9.0,6.0,Australia
TJG Pringle,364,338,17.0,6.461538461538462,Netherlands
TK Curran,579,367,24.0,9.465940054495912,England
TK Lal,97,99,6.0,5.878787878787879,Czech Republic
TK Patel,101,84,5.0,7.2142857142857135,United States of America
TKP Rajapaksha,101,76,3.0,7.973684210526316,Seychelles
TL Best,81,63,6.0,7.714285714285715,West Indies
TL Chatara,688,571,32.0,7.229422066549912,Zimbabwe
TL Cutler,95,85,4.0,6.705882352941177,Vanuatu
TLW Cooper,71,54,3.0,7.888888888888889,Netherlands
TM Dilshan,141,97,1.0,8.721649484536082,Sri Lanka
TM Faimalo,30,53,6.0,3.39622641509434,Samoa
TM Head,40,24,0.0,10.0,Australia
TM Macalou,64,61,4.0,6.295081967213115,Mali
TM McGrath,251,207,13.0,7.27536231884058,Australia
TM Odoyo,35,43,4.0,4.883720930232558,Kenya
TMA Leslie,100,100,5.0,6.0,Cameroon
TO Carmichael,43,37,0.0,6.972972972972972,United States of America
TO Thilappan,72,45,1.0,9.6,Singapore
TOW Chu,18,25,1.0,4.32,Hong Kong
TP Allen,11,12,1.0,5.5,United States of America
TP Kanwar,17,25,0.0,4.08,India
TR Sadhu,46,58,5.0,4.758620689655173,India
TRR Sharfudheen,48,61,2.0,4.721311475409836,Malta
TS Braat,28,12,1.0,14.0,Netherlands
TS Chisoro,115,95,3.0,7.263157894736842,Zimbabwe
TS Mills,382,278,17.0,8.244604316546763,England
TS Omary,43,62,5.0,4.161290322580646,Tanzania
TS Sekhukhune,416,398,27.0,6.271356783919599,South Africa
TS Waqavakatoga,98,72,3.0,8.166666666666668,Fiji
TT Aung,35,32,5.0,6.5625,Myanmar
TT Bresnan,711,543,20.0,7.856353591160222,England
TT Maposa,190,148,6.0,7.702702702702703,Zimbabwe
TT Soe,269,416,27.0,3.879807692307693,Myanmar
TU Deshpande,30,19,1.0,9.473684210526317,India
TW Dlamini,2,12,0.0,1.0,Eswatini
TW Samuels,34,19,0.0,10.736842105263158,Belize
TZ Chataira,30,27,4.0,6.666666666666667,Zimbabwe
Tafseer Ali,27,18,1.0,9.0,Norway
Taful Elkhair,20,12,0.0,10.0,Qatar
Taher Muhammad,158,107,3.0,8.85981308411215,Slovenia
Taijul Islam,26,20,1.0,7.800000000000001,Bangladesh
Tamoor Sajjad,123,109,3.0,6.770642201834862,Qatar
Tanveer Ahmed,47,25,0.0,11.28,Hong Kong
Tanwir Afzal,255,219,11.0,6.986301369863014,Hong Kong
Tanzeel Sheikh,21,28,0.0,4.5,Kenya
Tanzim Hasan Sakib,640,472,26.0,8.135593220338983,Bangladesh
Taranjeet Singh,451,370,24.0,7.313513513513513,Romania
Taranjit Singh,142,123,5.0,6.926829268292684,Cyprus
Tariq Aziz,37,53,4.0,4.188679245283018,Portugal
Tasaduq Hussain,47,38,2.0,7.421052631578948,Sweden
Tashi Dorji,108,77,4.0,8.415584415584416,Bhutan
Tashi Phuntsho,62,55,1.0,6.763636363636364,Bhutan
Taskin Ahmed,1279,938,56.0,8.181236673773986,Bangladesh
Tauqeer Hussain,40,36,4.0,6.666666666666667,Spain
Tejwinder Singh,73,78,5.0,5.615384615384615,Cyprus
Thae Thae Po,9,8,0.0,6.75,Myanmar
Tharika Sewwandi,10,16,1.0,3.75,Sri Lanka
Thuya Aung,220,211,12.0,6.255924170616114,Myanmar
Tian Sen Qun,154,152,8.0,6.078947368421052,China
Tilak Varma,15,19,1.0,4.7368421052631575,India
Toqeer Ahmad,36,25,1.0,8.64,Denmark
Tripti Gore,26,23,1.0,6.782608695652174,Belgium
Tshering Choden,20,20,0.0,6.0,Bhutan
Tuba Hassan,358,355,18.0,6.050704225352113,Pakistan
U Aryaman Sunil,292,191,3.0,9.172774869109949,Singapore
U Bayarjavkhlan,57,55,3.0,6.218181818181819,Mongolia
U Bhagwan,69,45,1.0,9.2,Canada
U Iftikhar,36,66,3.0,3.2727272727272725,United States of America
U Peace,122,161,7.0,4.546583850931677,Nigeria
U Shahid,48,59,3.0,4.88135593220339,France
U Shantu,159,171,15.0,5.578947368421053,Portugal
UKPW Kumaranayaka,52,50,1.0,6.24,Kuwait
US Hathinjar,32,27,3.0,7.111111111111111,Cambodia
UT Yadav,142,90,6.0,9.466666666666669,India
UWMBCA Welegedara,41,26,0.0,9.461538461538462,Sri Lanka
Ugyen Dorji,7,15,1.0,2.8,Bhutan
Umaima Sohail,222,240,15.0,5.550000000000001,Pakistan
Umair Qasim,143,116,4.0,7.3965517241379315,Eswatini
Umair Sharif,46,40,1.0,6.9,Saudi Arabia
Umair Tariq,398,346,27.0,6.901734104046243,Austria
Umar Adam,458,401,26.0,6.852867830423939,Maldives
Umar Gul,754,628,53.0,7.203821656050955,Pakistan
Umm-e-Hani,66,66,2.0,6.0,Pakistan
Umran Malik,141,66,5.0,12.818181818181817,India
Usama Mir,133,74,2.0,10.783783783783784,Pakistan
Usman Ali,36,18,0.0,12.0,Eswatini
Usman Arif,13,12,2.0,6.5,Norway
Usman Khalid,307,290,17.0,6.3517241379310345,Saudi Arabia
Usman Khan,192,173,11.0,6.658959537572254,France
Usman Najeeb,562,482,32.0,6.995850622406639,Saudi Arabia
Usman Qadir,278,206,15.0,8.097087378640778,Pakistan
Usman Rafiq,24,12,1.0,12.0,United States of America
Usman Shinwari,276,169,8.0,9.798816568047336,Pakistan
Usman Tariq,26,26,2.0,6.0,Pakistan
Uswa Syed,99,140,8.0,4.242857142857143,Spain
Utkarsh Jain,286,305,17.0,5.6262295081967215,Cambodia
V Araa,210,229,15.0,5.502183406113537,Papua New Guinea
V Atanasova,130,98,2.0,7.959183673469387,Bulgaria
V Ateak,107,97,6.0,6.618556701030928,Ghana
V Avdylaj,133,115,0.0,6.939130434782609,Austria
V Balakrishnan,4,4,1.0,6.0,Botswana
V Barboza,67,53,1.0,7.584905660377358,Bahrain
V Baskaran,288,245,10.0,7.053061224489797,Singapore
V Buruka,51,50,5.0,6.12,Papua New Guinea
V Frank,16,13,0.0,7.384615384615385,Papua New Guinea
V Ganesan,290,286,18.0,6.083916083916083,Germany
V Hampihallikar,37,19,0.0,11.68421052631579,Singapore
V Hamunyela,341,445,20.0,4.597752808988764,Namibia
V Hettiarachchi,12,6,0.0,12.0,United Arab Emirates
V Iriho,78,97,3.0,4.824742268041238,Rwanda
V Jatinder Kumar,100,96,5.0,6.25,Germany
V Jayant,43,26,1.0,9.923076923076923,Lesotho
V Kai,43,53,0.0,4.867924528301887,France
V Khanduri,84,58,4.0,8.689655172413794,Cyprus
V Kohli,105,68,2.0,9.264705882352942,India
V Mahajan,122,131,4.0,5.587786259541985,Canada
V Mansale,241,257,13.0,5.626459143968871,Vanuatu
V Marghashayam,83,48,3.0,10.375,Czech Republic
V Mitari,170,151,8.0,6.754966887417218,Rwanda
V Nagpaul,21,24,1.0,5.25,Singapore
V Permaul,8,5,0.0,9.6,West Indies
V Phiri,152,175,12.0,5.211428571428572,Malawi
V Rathinasamy,15,17,2.0,5.294117647058823,Croatia
V Ravindran,21,40,4.0,3.1500000000000004,Hungary
V Saini,544,442,24.0,7.384615384615385,Romania
V Shankar,110,73,5.0,9.04109589041096,India
V Shaw,15,14,1.0,6.428571428571429,Suriname
V Tafea,18,24,0.0,4.5,Samoa
V Thari Thari,47,23,1.0,12.260869565217392,Botswana
V Vijh,610,441,28.0,8.299319727891156,Luxembourg
V Vira,155,233,18.0,3.991416309012876,Vanuatu
V Vithanage,51,49,2.0,6.244897959183674,Canada
V Zanko,25,13,0.0,11.538461538461538,Croatia
V Zimonjic,471,377,20.0,7.496021220159152,Serbia
VB Viyala,68,71,4.0,5.746478873239436,Norway
VC Ahir,53,36,0.0,8.833333333333334,Panama
VD Adewoye,158,113,6.0,8.389380530973451,Nigeria
VD Philander,86,69,4.0,7.478260869565217,South Africa
VE Tembo,83,41,1.0,12.146341463414634,Mozambique
VJ Kingma,308,244,6.0,7.573770491803279,Netherlands
VL Mukesh,45,36,0.0,7.5,Seychelles
VM Vaghela,28,36,4.0,4.666666666666667,United States of America
VN Veetil,148,113,4.0,7.8584070796460175,Qatar
VP Thamotharam,455,399,23.0,6.842105263157895,Malta
VR Iyer,4,6,0.0,4.0,India
VRB Arachchige,7,7,1.0,6.0,Malta
VS Padhaal,12,6,0.0,12.0,Finland
Vaishnave Mahesh,574,721,57.0,4.776699029126213,United Arab Emirates
Vaishnavi Sharma,63,67,4.0,5.64179104477612,India
Vichanath Singh,91,98,2.0,5.571428571428571,Thailand
Vikramjit Singh,23,18,1.0,7.666666666666666,Netherlands
Viktoria Frey,282,343,19.0,4.932944606413994,Estonia
Vimal Kumar,68,36,0.0,11.333333333333332,Philippines
Vinay Ravi,229,237,11.0,5.79746835443038,Norway
Vinu Kumar,259,287,13.0,5.414634146341464,Singapore
Virandeep Singh,556,641,56.0,5.204368174726989,Malaysia
Virendra Kumar,29,32,2.0,5.4375,Israel
Vishal Sharma,28,16,1.0,10.5,Norway
Vishaul Singh,16,12,1.0,8.0,Suriname
Vishil Patel,247,202,10.0,7.336633663366337,Kenya
Vivek Dixit,8,6,0.0,8.0,Luxembourg
Vraj Patel,660,705,36.0,5.617021276595745,Kenya
W Barresi,4,6,1.0,4.0,Netherlands
W Behr,67,61,4.0,6.59016393442623,Germany
W Ginindza,204,152,5.0,8.052631578947368,Eswatini
W Hornero-Garcia,94,67,1.0,8.417910447761194,Germany
W Kokaua,106,68,7.0,9.352941176470589,Cook Islands
W Liengprasert,73,100,11.0,4.38,Thailand
W Madhevere,211,178,10.0,7.112359550561797,Zimbabwe
W Moutswi,119,174,9.0,4.103448275862069,Botswana
W Mwatile,676,968,39.0,4.190082644628099,Namibia
W Nalisa,296,237,9.0,7.49367088607595,Vanuatu
W Ngowhuad,179,129,14.0,8.325581395348838,Thailand
W O'Rourke,116,108,2.0,6.444444444444445,New Zealand
W Peatfield,186,202,16.0,5.524752475247525,Guernsey
W Perchard,12,6,0.0,12.0,Jersey
W Uisuk,18,13,0.0,8.307692307692307,Thailand
W Viraliliu,29,19,0.0,9.157894736842106,Vanuatu
W Wotu,36,38,2.0,5.684210526315789,Vanuatu
WA Duraisingam,699,706,34.0,5.9405099150141645,Malaysia
WAE Burton,151,115,7.0,7.878260869565217,Serbia
WB Rankin,595,551,30.0,6.479128856624319,Ireland
WD Parnell,631,488,23.0,7.758196721311474,South Africa
WG Jacks,24,12,0.0,12.0,England
WGAKK Kulasuriya,408,315,14.0,7.771428571428572,Sri Lanka
WJ Cope,276,211,13.0,7.848341232227488,Luxembourg
WJ Malinda,17,14,0.0,7.285714285714285,Maldives
WK Bitis,58,36,2.0,9.666666666666668,Croatia
WK Dilhari,723,633,39.0,6.853080568720379,Sri Lanka
WK Lai,128,147,11.0,5.224489795918367,Hong Kong
WK McCallan,110,98,9.0,6.73469387755102,Ireland
WP Masakadza,661,520,17.0,7.626923076923076,Zimbabwe
WPUJC Vaas,84,72,2.0,7.0,Sri Lanka
WSLK Narayana,58,52,1.0,6.6923076923076925,Israel
WT Gavera,77,61,3.0,7.573770491803279,Papua New Guinea
WT Mashinge,22,15,0.0,8.799999999999999,Zimbabwe
WT Mubayiwa,49,66,5.0,4.454545454545455,Zimbabwe
Wahab Riaz,525,404,24.0,7.797029702970297,Pakistan
Waheed Ahmed,166,122,4.0,8.163934426229508,United Arab Emirates
Waheeda Akhtar,114,89,5.0,7.685393258426966,Pakistan
Wahidullah Sahak,136,92,5.0,8.869565217391305,Norway
Waji Ul Hassan,289,221,7.0,7.846153846153847,Saudi Arabia
Waleed Waqar,26,12,1.0,13.0,Bulgaria
Walid Ghauri,34,25,1.0,8.16,Norway
Wan Nor Zulaika,109,103,2.0,6.349514563106796,Malaysia
Wang Huiying,193,229,13.0,5.056768558951965,China
Wang Meng,68,109,7.0,3.743119266055046,China
Wang Qi,36,41,2.0,5.2682926829268295,China
Waqar Abbasi,33,28,1.0,7.071428571428571,Romania
Waqar Ali,114,139,17.0,4.920863309352518,Cyprus
Waqar Khan,46,20,3.0,13.8,Slovenia
Waqar Zalmai,316,272,17.0,6.970588235294118,Austria
Waqas Ahmad,192,174,16.0,6.620689655172414,Malta
Waqas Barkat,169,125,5.0,8.112,Hong Kong
Waqas Khan,12,7,0.0,10.285714285714285,Hong Kong
Waseem Muhammad,89,38,0.0,14.052631578947368,United Arab Emirates
Waseem Yaqoob,174,105,8.0,9.942857142857145,Lesotho
Waseeq Ahmed,129,117,7.0,6.615384615384616,Bahrain
Washeem Abbas,711,598,49.0,7.133779264214047,Malta
Washington Sundar,519,476,24.0,6.542016806722689,India
Wasim Ali,51,67,2.0,4.567164179104477,Oman
Wei Haiting,29,18,0.0,9.666666666666668,China
Wenjing Yin,33,19,0.0,10.421052631578949,China
Wu Juan,80,143,9.0,3.3566433566433567,China
XC Bartlett,279,205,14.0,8.165853658536586,Australia
XJ Doherty,191,128,7.0,8.953125,Australia
XSD Smith,86,99,7.0,5.212121212121213,Suriname
Xiuli Jin,22,40,8.0,3.3000000000000003,China
Xu Qian,174,346,17.0,3.017341040462428,China
Y Cariah,28,12,0.0,14.0,West Indies
Y Choden,39,34,3.0,6.88235294117647,Bhutan
Y Divekar,16,6,0.0,16.0,Israel
Y Fourie,77,63,3.0,7.333333333333334,South Africa
Y Jasti,49,61,4.0,4.819672131147541,Mexico
Y Konate,16,18,0.0,5.333333333333333,Mali
Y Potgieter,7,6,0.0,7.0,South Africa
Y Saranonnakkun,22,19,1.0,6.947368421052632,Thailand
Y Verma,71,79,1.0,5.39240506329114,Oman
YK Pathan,194,135,6.0,8.622222222222224,India
YM Murrure,76,74,2.0,6.162162162162161,Mozambique
YM Nkanya,454,483,34.0,5.639751552795032,Tanzania
YP Dayal,123,105,4.0,7.0285714285714285,Suriname
YS Blagg,56,76,5.0,4.421052631578947,Gibraltar
YS Chahal,964,745,33.0,7.763758389261746,India
YS To,50,53,4.0,5.660377358490566,Hong Kong
YSD Seneveratne,24,16,0.0,9.0,Cayman Islands
YYM Jakda,112,69,4.0,9.73913043478261,Lesotho
Yadwinder Singh,2,12,0.0,1.0,Hungary
Yahya Suhail,53,44,2.0,7.227272727272727,Timor-Leste
Yair Nagavkar,78,74,4.0,6.324324324324324,Israel
Yang Shen,46,75,4.0,3.68,China
Yang Yu Xuan,14,27,1.0,3.1111111111111107,China
Yasar Haroon,188,194,12.0,5.814432989690721,Brazil
Yash Singh,71,56,2.0,7.607142857142857,Malta
Yash Talati,8,26,3.0,1.8461538461538465,Kenya
Yasim Murtaza,459,493,34.0,5.586206896551724,Hong Kong
Yasin Patel,746,765,43.0,5.850980392156862,Kuwait
Yasir Ali,419,449,36.0,5.599109131403118,Spain
Yasir Arafat,214,141,12.0,9.106382978723405,Pakistan
Yasir Mehmood,49,52,4.0,5.653846153846153,Cyprus
Yasir Mohammad,240,184,14.0,7.826086956521739,United States of America
Yasmeen Khan,59,54,0.0,6.555555555555555,Namibia
Ye Ko Ko,29,25,2.0,6.959999999999999,Myanmar
Yin Chenhao,5,8,0.0,3.75,China
Younis Khan,20,22,3.0,5.454545454545454,Pakistan
Yousif Wali,18,8,0.0,13.5,Bahrain
Yousuf Ali,15,6,0.0,15.0,Qatar
Yuanyuan Cai,25,32,1.0,4.6875,China
Yusuf Ebrahim,75,50,3.0,9.0,Panama
Yuvraj Singh,270,222,18.0,7.297297297297297,India
Yves Cyusa,157,132,4.0,7.136363636363637,Rwanda
Z Bimenyimana,1272,1010,58.0,7.556435643564356,Rwanda
Z Burgess,155,193,10.0,4.818652849740932,Bermuda
Z Groenewald,124,123,7.0,6.048780487804878,Namibia
Z Hoque,47,48,2.0,5.875,Thailand
Z James,118,104,5.0,6.807692307692308,West Indies
Z Kamara,83,108,5.0,4.611111111111111,Sierra Leone
Z Khan,255,204,11.0,7.5,India
Z Mali,127,97,3.0,7.855670103092784,South Africa
Z Motara,13,6,0.0,13.0,West Indies
Z Shurentsetseg,227,145,6.0,9.393103448275864,Mongolia
ZB Lion-Cachet,95,85,3.0,6.705882352941177,Netherlands
ZE Matsinhe,80,56,0.0,8.571428571428571,Mozambique
ZGF Foulkes,221,161,5.0,8.236024844720497,New Zealand
ZK Shem,36,27,1.0,8.0,Vanuatu
ZL Thoon,101,179,13.0,3.3854748603351954,Myanmar
ZL Win,232,336,11.0,4.142857142857142,Myanmar
ZM Tribe,13,12,0.0,6.5,Jersey
ZP Ikiua,140,140,6.0,6.0,Cook Islands
ZT Kyaw,173,218,12.0,4.761467889908257,Myanmar
ZXM Vukusic,76,49,2.0,9.306122448979592,Croatia
Zafer Durmaz,33,39,3.0,5.076923076923077,Turkey
Zaheer Maqsood,51,30,0.0,10.2,United Arab Emirates
Zaheer Zahiri,85,80,5.0,6.375,France
Zahid Abbas,16,18,0.0,5.333333333333333,Kenya
Zahid Ali,80,63,4.0,7.619047619047619,United Arab Emirates
Zahid Hussain,20,25,0.0,4.800000000000001,Canada
Zahid Khan,79,63,1.0,7.523809523809524,Sierra Leone
Zahid Mahmood,40,25,3.0,9.6,Pakistan
Zahid Zadran,119,93,2.0,7.67741935483871,Germany
Zahir Mohammed,23,7,0.0,19.714285714285715,Hungary
Zahoor Ahmad,22,32,1.0,4.125,Saudi Arabia
Zahoor Khan,598,490,34.0,7.322448979591837,United Arab Emirates
Zain Ahmad,110,84,4.0,7.857142857142858,France
Zain Ali,18,25,3.0,4.32,Italy
Zain Ul Abidin,427,431,20.0,5.944315545243619,Saudi Arabia
Zaker Taqawi,262,224,20.0,7.017857142857143,Sweden
Zaki Ul Hassan,70,36,3.0,11.666666666666666,Belgium
Zaman Khan,105,66,2.0,9.545454545454543,Pakistan
Zara Haider,15,15,2.0,6.0,Hong Kong
Zara Mohammad,54,61,4.0,5.311475409836065,Sweden
Zawar Farid,75,50,2.0,9.0,United Arab Emirates
Zeefa Jilani,166,190,11.0,5.242105263157895,Kuwait
Zeerak Chughtai,227,172,17.0,7.91860465116279,Bulgaria
Zeeshan Abbas,45,32,1.0,8.4375,Bahrain
Zeeshan Ali,98,79,5.0,7.443037974683544,Hong Kong
Zeeshan Goraya,50,37,1.0,8.108108108108109,Austria
Zeeshan Kukikhel,240,155,10.0,9.29032258064516,Hungary
Zeeshan Maqsood,514,535,32.0,5.764485981308411,Oman
Zeshan Arif,23,12,1.0,11.5,Austria
Zhang Xiangxue,34,48,2.0,4.25,China
Zhao Tianle,55,25,1.0,13.2,China
Zheng Lili,57,73,1.0,4.684931506849315,China
Ziaur Rahman,101,62,3.0,9.774193548387098,Bangladesh
Ziaurahman Shinwari,113,101,11.0,6.7128712871287135,Austria
Zikria Islam,28,25,1.0,6.720000000000001,Oman
Zinaida Jeremiah,70,69,3.0,6.086956521739131,Tanzania
Zohaib Sarwar,141,90,3.0,9.4,Portugal
Zon Lin,190,259,15.0,4.401544401544402,Myanmar
Zong Yuechao,87,85,4.0,6.141176470588235,China
Zou Kui,37,15,0.0,14.8,China
Zuhaib Zubair,210,184,12.0,6.8478260869565215,United Arab Emirates
Zulfiqar Babar,52,50,4.0,6.24,Pakistan
Zulqarnain Haider,23,24,2.0,5.75,Pakistan
Zumika Azmi,133,116,2.0,6.879310344827586,Malaysia
Zwe Htet Paing,30,12,1.0,15.0,Myanmar
