batter,total_runs,balls_faced,times_out,strike_rate,average,team
SA Engelbrecht,172,139,4.0,123.74100719424462,43.0,Netherlands
SA Fritz,24,37,6.0,64.86486486486487,4.0,South Africa
SA Jumbe,301,301,21.0,100.0,14.333333333333334,Tanzania
SA Mohandas,48,51,4.0,94.11764705882352,12.0,Hungary
SA Nono,6,23,3.0,26.08695652173913,2.0,Cameroon
SA Okpe,520,544,38.0,95.58823529411764,13.68421052631579,Nigeria
SA Panayan,35,64,8.0,54.6875,4.375,Qatar
SA Wijeratne,174,150,7.0,116.0,24.857142857142858,Canada
SA Wittmann,721,766,40.0,94.12532637075718,18.025,Namibia
SA Yadav,1698,1039,49.0,163.42637151106834,34.6530612244898,India
SA van Breda,3,8,1.0,37.5,3.0,Jersey
SACA King,139,180,14.0,77.22222222222223,9.928571428571429,West Indies
SAN Maypriani,6,14,0.0,42.85714285714285,6.0,Indonesia
SAR Hashimi,0,2,1.0,0.0,0.0,Brazil
SB Chamundaiah,0,1,1.0,0.0,0.0,Austria
SB Martinez,16,48,4.0,33.33333333333333,4.0,Costa Rica
SB Patel,66,59,6.0,111.864406779661,11.0,Malta
SB Styris,291,241,13.0,120.74688796680498,22.384615384615383,New Zealand
SB Wagh,102,120,6.0,85.0,17.0,Mexico
SC Getkate,125,96,11.0,130.20833333333331,11.363636363636363,Ireland
SC Kuggeleijn,71,32,1.0,221.875,71.0,New Zealand
SC Kumari,0,3,0.0,0.0,0.0,Nepal
SC Selman,13,28,3.0,46.42857142857143,4.333333333333333,West Indies
SC Taylor,66,46,1.0,143.47826086956522,66.0,England
SC Williams,975,752,38.0,129.65425531914894,25.657894736842103,Zimbabwe
SC van Schalkwyk,91,72,3.0,126.38888888888889,30.33333333333333,United States of America
SCJ Broad,80,79,9.0,101.26582278481013,8.88888888888889,England
SD Diwan Ali,1,12,1.0,8.333333333333332,1.0,Belgium
SD Hope,673,479,22.0,140.50104384133613,30.59090909090909,West Indies
SD Hussein,14,50,6.0,28.000000000000004,2.333333333333333,Tanzania
SD Outerbridge,37,36,0.0,102.77777777777776,37.0,Bermuda
SD Ranawaka,0,3,1.0,0.0,0.0,Bahrain
SD Valjalo,28,37,3.0,75.67567567567568,9.333333333333334,Croatia
SDJJ Dima,0,5,1.0,0.0,0.0,Mozambique
SDNS Karunaratne,5,11,0.0,45.45454545454545,5.0,Sri Lanka
SE Bond,12,16,5.0,75.0,2.4,New Zealand
SE Marsh,107,109,7.0,98.1651376146789,15.285714285714286,Australia
SE Rowe,51,38,1.0,134.21052631578948,51.0,England
SE Rutherford,338,239,17.0,141.4225941422594,19.88235294117647,West Indies
SEA Ruck,7,15,0.0,46.66666666666666,7.0,New Zealand
SF Daley,57,82,7.0,69.51219512195121,8.142857142857142,West Indies
SF Jerome,62,92,8.0,67.3913043478261,7.75,Tanzania
SF Mire,158,121,4.0,130.57851239669424,39.5,Zimbabwe
SF Nhavotso,5,13,1.0,38.46153846153847,5.0,Mozambique
SF Sirah,34,65,3.0,52.30769230769232,11.333333333333334,Philippines
SF Tiai,193,182,11.0,106.04395604395604,17.545454545454547,Samoa
SFM Devine,1663,1385,52.0,120.07220216606498,31.98076923076923,New Zealand
SFS Cheema,2,7,3.0,28.57142857142857,0.6666666666666666,Austria
SG Diaby,1,2,1.0,50.0,1.0,Mali
SG Luijke,15,23,2.0,65.21739130434783,7.5,Portugal
SG Mangela,307,270,9.0,113.70370370370372,34.111111111111114,Uganda
SH Johnson,0,1,1.0,0.0,0.0,Australia
SH Lawlor,7,15,1.0,46.66666666666666,7.0,Luxembourg
SH Mohamedi,138,175,13.0,78.85714285714286,10.615384615384617,Tanzania
SH Obed,23,28,5.0,82.14285714285714,4.6,Vanuatu
SH Venugopal,113,116,6.0,97.41379310344828,18.83333333333333,Singapore
SHT Kandamby,10,15,1.0,66.66666666666666,10.0,Sri Lanka
SI Galagedara,45,76,5.0,59.210526315789465,9.0,Sri Lanka
SI Kamea,1,4,1.0,25.0,1.0,Papua New Guinea
SI Mahmood,0,1,0.0,0.0,0.0,England
SIP Fernando,4,6,1.0,66.66666666666666,4.0,Sri Lanka
SIR Dunkley,503,469,25.0,107.24946695095947,20.12,England
SJ Baard,374,321,16.0,116.51090342679127,23.375,Namibia
SJ Benn,9,16,1.0,56.25,9.0,West Indies
SJ Bruce,1,10,0.0,10.0,1.0,Barbados
SJ Bryce,700,665,33.0,105.26315789473684,21.21212121212121,Scotland
SJ Coyte,20,18,2.0,111.11111111111111,10.0,Australia
SJ Elliott,19,20,0.0,95.0,19.0,Australia
SJ French,38,60,3.0,63.33333333333333,12.666666666666666,Samoa
SJ Hate,2,3,0.0,66.66666666666666,2.0,Bahrain
SJ Hughes-Pinan,1,1,0.0,100.0,1.0,Spain
SJ McGlashan,246,211,9.0,116.58767772511848,27.33333333333333,New Zealand
SJ Modani,61,48,1.0,127.08333333333331,61.0,United States of America
SJ Myburgh,406,385,21.0,105.45454545454544,19.33333333333333,Netherlands
SJ Patel,0,5,2.0,0.0,0.0,Czech Republic
SJ Taylor,675,581,23.0,116.1790017211704,29.347826086956523,England
SJ Tsukigawa,6,7,1.0,85.71428571428571,6.0,New Zealand
SK Atai,3,5,1.0,60.0,3.0,Papua New Guinea
SK Awiah,187,251,13.0,74.5019920318725,14.384615384615383,Ghana
SK Chandhrasekar,47,90,4.0,52.22222222222223,11.75,United States of America
SK Dolawatte,3,20,3.0,15.0,1.0,Sri Lanka
SK Gedara,5,5,0.0,100.0,5.0,Sweden
SK Naidu,11,27,1.0,40.74074074074074,11.0,India
SK Patel,35,39,2.0,89.74358974358975,17.5,United States of America
SK Raina,1030,795,32.0,129.55974842767296,32.1875,India
SK Rana,79,125,8.0,63.2,9.875,Qatar
SK Reddy,52,66,2.0,78.78787878787878,26.0,Austria
SK Shetty,0,9,1.0,0.0,0.0,Oman
SK Springer,9,10,0.0,90.0,9.0,West Indies
SKDT Madusanka,54,67,4.0,80.59701492537313,13.5,Seychelles
SKS Gill,302,316,12.0,95.56962025316456,25.166666666666668,Luxembourg
SL Gomez,97,138,14.0,70.28985507246377,6.928571428571429,Kuwait
SL Kalis,979,943,27.0,103.81760339342524,36.25925925925926,Netherlands
SL Malinga,81,73,6.0,110.95890410958904,13.5,Sri Lanka
SL Perera,7,20,1.0,35.0,7.0,Ghana
SL Quintyne,71,81,5.0,87.65432098765432,14.2,West Indies
SL Verma,166,93,3.0,178.49462365591398,55.333333333333336,Uganda
SM Ariyasinghage,1,7,2.0,14.285714285714285,0.5,Austria
SM Arooja,0,1,1.0,0.0,0.0,Malta
SM Benade,3,10,2.0,30.0,1.5,South Africa
SM Curran,171,149,9.0,114.76510067114094,19.0,England
SM Davies,27,21,1.0,128.57142857142858,27.0,England
SM Dhanusri,13,15,0.0,86.66666666666667,13.0,Malaysia
SM Katich,30,25,1.0,120.0,30.0,Australia
SM Kavanagh,223,230,13.0,96.95652173913044,17.153846153846153,Ireland
SM Mayers,518,544,17.0,95.22058823529412,30.47058823529412,Zimbabwe
SM Nash,66,86,5.0,76.74418604651163,13.2,Samoa
SM Pollock,4,11,3.0,36.36363636363637,1.3333333333333333,South Africa
SM Sharif,96,99,6.0,96.96969696969695,16.0,Scotland
SM Sharma,2,2,0.0,100.0,2.0,United Arab Emirates
SM Solia,17,24,2.0,70.83333333333334,8.5,Samoa
SM Tupou,45,44,2.0,102.27272727272728,22.5,Fiji
SM Warnakulasuriya,24,24,1.0,100.0,24.0,France
SMA Priyanjan,54,63,1.0,85.71428571428571,54.0,Sri Lanka
SMK Waththage,3,4,1.0,75.0,3.0,Czech Republic
SMSM Senanayake,33,39,2.0,84.61538461538461,16.5,Sri Lanka
SN Netravalkar,19,22,5.0,86.36363636363636,3.8,United States of America
SN Pathirana,21,33,4.0,63.63636363636363,5.25,Cyprus
SN Shihepo,158,203,14.0,77.83251231527095,11.285714285714286,Namibia
SN Swamy,1,1,0.0,100.0,1.0,Sweden
SN Thakur,52,33,3.0,157.57575757575756,17.333333333333332,India
SNJ O'Keefe,4,6,2.0,66.66666666666666,2.0,Australia
SO Hetmyer,502,389,31.0,129.04884318766068,16.193548387096776,West Indies
SO Ngoche,219,169,16.0,129.58579881656803,13.6875,Kenya
SO Olayinka,24,28,2.0,85.71428571428571,12.0,Nigeria
SO Tikolo,97,85,5.0,114.11764705882352,19.4,Kenya
SP Fleming,38,24,1.0,158.33333333333331,38.0,New Zealand
SP Gauchan,13,43,3.0,30.23255813953488,4.333333333333333,Nepal
SP Gomes,54,53,4.0,101.8867924528302,13.5,Portugal
SP Guzman,3,10,1.0,30.0,3.0,Panama
SP Khakurel,34,44,4.0,77.27272727272727,8.5,Nepal
SP Krishnamurthi,14,16,1.0,87.5,14.0,United States of America
SP Narine,61,73,8.0,83.56164383561644,7.625,West Indies
SP Patil,128,155,8.0,82.58064516129032,16.0,United Arab Emirates
SPD Smith,502,426,21.0,117.84037558685444,23.904761904761905,Australia
SPS Shikongo,5,6,1.0,83.33333333333334,5.0,Namibia
SR Bhudia,239,191,9.0,125.13089005235602,26.55555555555556,Kenya
SR Magar,400,581,26.0,68.84681583476764,15.384615384615383,Nepal
SR Mohan,10,18,2.0,55.55555555555556,5.0,Seychelles
SR Mukkamalla,255,172,6.0,148.25581395348837,42.5,United States of America
SR Patel,59,60,6.0,98.33333333333331,9.833333333333334,England
SR Patil,12,16,1.0,75.0,12.0,India
SR Rocket,9,27,2.0,33.33333333333333,4.5,Seychelles
SR Taylor,1453,1384,46.0,104.98554913294798,31.58695652173913,West Indies
SR Thadani,14,28,1.0,50.0,14.0,United States of America
SR Thompson,47,35,4.0,134.28571428571428,11.75,Ireland
SR Watson,682,468,19.0,145.72649572649573,35.89473684210526,Australia
SRH Curtis,0,2,1.0,0.0,0.0,New Zealand
SRMJJ Arachchilage,6,12,1.0,50.0,6.0,Cyprus
SS Connell,13,18,3.0,72.22222222222221,4.333333333333333,West Indies
SS Cottrell,8,9,1.0,88.88888888888889,8.0,West Indies
SS Grimmond,50,72,7.0,69.44444444444444,7.142857142857143,West Indies
SS Iyer,646,484,25.0,133.4710743801653,25.84,India
SS Kang,1,5,1.0,20.0,1.0,United Arab Emirates
SS McKechnie,73,85,6.0,85.88235294117646,12.166666666666666,Hong Kong
SS Pathirana,11,13,3.0,84.61538461538461,3.6666666666666665,Sri Lanka
SS Shukla,6,12,1.0,50.0,6.0,Bahrain
SS Weerakkody,68,99,10.0,68.68686868686868,6.8,Sri Lanka
SSB Magala,34,18,1.0,188.88888888888889,34.0,South Africa
SSJ Brooks,49,37,3.0,132.43243243243242,16.333333333333332,West Indies
SSM Stanislaus,290,271,13.0,107.0110701107011,22.307692307692307,Malta
ST Doheny,17,17,2.0,100.0,8.5,Ireland
ST Eyyunni,6,6,1.0,100.0,6.0,United States of America
ST Frohnmayer,111,164,10.0,67.6829268292683,11.1,Germany
ST Jayasuriya,412,320,17.0,128.75,24.235294117647054,Sri Lanka
ST Yalimaiwai,1,1,0.0,100.0,1.0,Fiji
STR Binny,11,6,1.0,183.3333333333333,11.0,India
STRA de Silva,98,96,2.0,102.08333333333331,49.0,Seychelles
SU Halarnkar,0,3,1.0,0.0,0.0,Costa Rica
SV Samson,818,529,27.0,154.63137996219282,30.296296296296298,India
SV Shetty,149,186,6.0,80.10752688172043,24.83333333333333,Oman
SVE Bharathi,2,9,3.0,22.22222222222222,0.6666666666666666,Germany
SW Bates,1857,1668,55.0,111.33093525179856,33.763636363636365,New Zealand
SW Billings,272,195,14.0,139.48717948717947,19.428571428571427,England
SW Masakadza,8,9,2.0,88.88888888888889,4.0,Zimbabwe
SW Poynter,102,82,6.0,124.39024390243902,17.0,Ireland
SW Tait,2,5,2.0,40.0,1.0,Australia
SY Nihute,130,169,11.0,76.92307692307693,11.818181818181818,Malawi
SY Win,0,7,2.0,0.0,0.0,Myanmar
SYD Chan,22,46,2.0,47.82608695652174,11.0,Hong Kong
SYS Assegon,1,21,2.0,4.761904761904762,0.5,Cameroon
SZ Peles,5,17,0.0,29.411764705882355,5.0,Croatia
SZ Thakor,6,4,1.0,150.0,6.0,India
SZ Vayani,160,159,10.0,100.62893081761008,16.0,Malawi
Saad Bin Zafar,310,270,12.0,114.8148148148148,25.83333333333333,Canada
Saad Khan,119,117,7.0,101.7094017094017,17.0,Saudi Arabia
Saad Nasim,25,33,1.0,75.75757575757575,25.0,Pakistan
Sabah Nawab,0,1,1.0,0.0,0.0,Qatar
Sabbir Rahman,466,409,19.0,113.93643031784842,24.526315789473685,Bangladesh
Saber Zakhil,590,363,23.0,162.53443526170798,25.65217391304348,Belgium
Sabnam Rai,1,1,0.0,100.0,1.0,Nepal
Sabreen Zaki,44,60,5.0,73.33333333333333,8.8,Kuwait
Sachin Kumar,6,6,1.0,100.0,6.0,Bahrain
Sachin Mandy,66,64,6.0,103.125,11.0,Germany
Sadaf Shamas,16,40,4.0,40.0,4.0,Pakistan
Sadamali Bhakshala,26,46,5.0,56.52173913043478,5.2,Bahrain
Sadia Iqbal,7,15,3.0,46.66666666666666,2.333333333333333,Pakistan
Sadia Yousuf,3,4,0.0,75.0,3.0,Pakistan
Saee Parkhi,12,15,2.0,80.0,6.0,Bahrain
Saeed Ahmed,143,91,4.0,157.14285714285714,35.75,Sweden
Saeed Ajmal,27,26,4.0,103.84615384615384,6.75,Pakistan
Saeed Waqar Ali,7,19,1.0,36.84210526315789,7.0,Slovenia
Safvan Patel,9,13,1.0,69.23076923076923,9.0,Panama
Sagar Pun,73,80,5.0,91.25,14.6,Nepal
Saghar Manzoor,88,112,8.0,78.57142857142857,11.0,Croatia
Sahel Zadran,102,85,12.0,120.0,8.5,Austria
Sahibzada Farhan,581,477,20.0,121.8029350104822,29.05,Pakistan
Sahil Chauhan,178,96,6.0,185.41666666666669,29.666666666666668,Estonia
Sahir Naqash,107,80,6.0,133.75,17.833333333333332,Germany
Sai Hla Htwe,6,11,0.0,54.54545454545454,6.0,Myanmar
Saif Hassan,87,102,5.0,85.29411764705883,17.4,Bangladesh
Saim Ayub,537,406,24.0,132.26600985221674,22.375,Pakistan
Saim Hussain,194,134,4.0,144.77611940298507,48.5,Bulgaria
Sajaa Fathimath,0,9,2.0,0.0,0.0,Maldives
Sajad Ahmadzai,14,21,5.0,66.66666666666666,2.8,Belgium
Sajid Khan,5,17,3.0,29.411764705882355,1.6666666666666667,Croatia
Sajid Khan Afridi,32,29,2.0,110.34482758620688,16.0,Greece
Sajid Liaqat,33,14,2.0,235.7142857142857,16.5,Germany
Sajid Patel,10,15,2.0,66.66666666666666,5.0,Lesotho
Sajid Safi,1,4,0.0,25.0,1.0,Belgium
Salma Khatun,149,159,11.0,93.71069182389935,13.545454545454543,Bangladesh
Salman Butt,306,281,14.0,108.89679715302492,21.857142857142858,Pakistan
Salman Mirza,3,3,2.0,100.0,1.5,Pakistan
Salman Nazar,10,9,1.0,111.11111111111111,10.0,Canada
Salman Patel,4,16,4.0,25.0,1.0,Zambia
Salvin Stanly,82,79,6.0,103.79746835443038,13.666666666666666,Cambodia
Samader Shadab,20,30,2.0,66.66666666666666,10.0,Greece
Samanvita Vijay,0,1,1.0,0.0,0.0,Denmark
Samarth Shetty,10,24,3.0,41.66666666666667,3.333333333333333,Sweden
Sameer Patel,70,82,3.0,85.36585365853658,23.33333333333333,Lesotho
Sameera Khan,34,58,4.0,58.620689655172406,8.5,Oman
Sami Sohail,700,622,24.0,112.54019292604502,29.166666666666668,Malawi
Sami Ullah,89,47,5.0,189.3617021276596,17.8,Romania
Samiallah Khalil,1,3,1.0,33.33333333333333,1.0,Sweden
Samiullah Rahmani,71,59,5.0,120.33898305084745,14.2,Sweden
Samjhana Khadka,67,84,11.0,79.76190476190477,6.090909090909091,Nepal
Sana Butt,14,43,4.0,32.55813953488372,3.5,Bahrain
Sana Mir,301,401,16.0,75.06234413965088,18.8125,Pakistan
Sanchin Singh,7,14,1.0,50.0,7.0,United Arab Emirates
Sandeep Goud,106,138,13.0,76.81159420289855,8.153846153846153,Bahamas
Sangay Wangmo,1,2,1.0,50.0,1.0,Bhutan
Sangay Zangmo,1,4,0.0,25.0,1.0,Bhutan
Sangita Rai,2,13,1.0,15.384615384615383,2.0,Nepal
Sania Khan,8,12,3.0,66.66666666666666,2.6666666666666665,Pakistan
Saniyah Zia,13,16,2.0,81.25,6.5,Canada
Sanjay Kumar Ahir,9,15,0.0,60.0,9.0,Panama
Sanjida Islam,167,196,13.0,85.20408163265306,12.846153846153848,Bangladesh
Santiago Duggan,1,4,0.0,25.0,1.0,Argentina
Santiago Iturbe,2,7,1.0,28.57142857142857,2.0,Argentina
Sapan Mehta,23,32,2.0,71.875,11.5,Finland
Saqib Naveed,4,14,1.0,28.57142857142857,4.0,Estonia
Saqib Zulfiqar,72,64,3.0,112.5,24.0,Netherlands
Saqlain Ali,3,9,2.0,33.33333333333333,1.5,Belgium
Saqlain Arshad,243,204,14.0,119.11764705882352,17.357142857142858,Qatar
Saqlain Haider,7,9,1.0,77.77777777777779,7.0,United Arab Emirates
Sara,1,8,1.0,12.5,1.0,Saudi Arabia
Sara Vivek,11,28,2.0,39.285714285714285,5.5,Bahrain
Saran Aslam,70,35,3.0,200.0,23.33333333333333,Denmark
Sarawut Maliwan,8,27,2.0,29.629629629629623,4.0,Thailand
Sarfaraj Patel,9,23,2.0,39.130434782608695,4.5,Lesotho
Sarfaraz Ali,329,249,17.0,132.1285140562249,19.352941176470587,Bahrain
Sarfraz Ahmed,452,358,18.0,126.25698324022343,25.11111111111111,Pakistan
Sarfraz Butt,21,20,1.0,105.0,21.0,Saudi Arabia
Sargam Patel,1,2,1.0,50.0,1.0,Qatar
Sasha Azmi,10,19,2.0,52.63157894736842,5.0,Malaysia
Sathya Narayanan,27,33,2.0,81.81818181818183,13.5,Switzerland
Saud Islam,253,239,7.0,105.85774058577408,36.142857142857146,Uganda
Saud Munir,17,33,2.0,51.51515151515152,8.5,Denmark
Saurabh Kumar,1,5,1.0,20.0,1.0,South Korea
Sayed Monib,76,40,7.0,190.0,10.857142857142858,Kuwait
Sazib Bhuiyan,106,101,7.0,104.95049504950497,15.142857142857142,Czech Republic
Sazzad Hosen,47,56,5.0,83.92857142857143,9.4,Belgium
Sean Chan Boromey,1,9,2.0,11.11111111111111,0.5,Cambodia
Seetharam Guruvayoorappan,29,48,2.0,60.41666666666666,14.5,Mexico
Sefu Athumani,1,6,0.0,16.666666666666664,1.0,Tanzania
Seika Sumi,58,75,7.0,77.33333333333333,8.285714285714286,Japan
Sejal Vinod,18,21,1.0,85.71428571428571,18.0,Switzerland
Selim Salau,581,520,22.0,111.73076923076924,26.40909090909091,Nigeria
Serdar Burak Emir,42,30,2.0,140.0,21.0,Turkey
Seri Chang,8,25,1.0,32.0,8.0,South Korea
Seungmin Song,0,6,1.0,0.0,0.0,South Korea
Shadab Khan,504,354,26.0,142.3728813559322,19.384615384615383,Pakistan
Shadnan Khan,3,4,1.0,75.0,3.0,Austria
Shafali Verma,1299,1020,48.0,127.35294117647058,27.0625,India
Shafat Ali Syed,22,21,2.0,104.76190476190476,11.0,Spain
Shaffaa Saleem,0,2,1.0,0.0,0.0,Maldives
Shafina Mahesh,303,477,18.0,63.52201257861635,16.833333333333332,Singapore
Shafiq Sharif,146,114,7.0,128.0701754385965,20.857142857142858,Malaysia
Shafiul Islam,2,10,2.0,20.0,1.0,Bangladesh
Shafiullah Zakhel,9,6,1.0,150.0,9.0,Belgium
Shafraz Jaleel,0,1,1.0,0.0,0.0,Maldives
Shagharai Sefat,0,1,1.0,0.0,0.0,Belgium
Shah Abrar Hussain,225,233,9.0,96.5665236051502,25.0,Cambodia
Shah Faisal,6,9,1.0,66.66666666666666,6.0,Oman
Shahab Alam,0,1,0.0,0.0,0.0,Nepal
Shahadat Hossain,27,37,3.0,72.97297297297297,9.0,Bangladesh
Shahbaz Badar,66,74,4.0,89.1891891891892,16.5,Bahrain
Shaheen Shah Afridi,201,155,11.0,129.67741935483872,18.272727272727277,Pakistan
Shaheryar Butt,516,425,21.0,121.41176470588236,24.571428571428573,Belgium
Shahid Afridi,784,549,45.0,142.80510018214937,17.42222222222222,Pakistan
Shahid Arshad,48,79,6.0,60.75949367088608,8.0,Slovenia
Shahid Mahmood,3,11,0.0,27.27272727272727,3.0,Bahrain
Shahid Wasif,131,123,6.0,106.5040650406504,21.83333333333333,Hong Kong
Shahil Momin,176,200,7.0,88.0,25.142857142857142,Austria
Shahnawaz Dhani,16,6,1.0,266.66666666666663,16.0,Pakistan
Shahnawaz Patel,79,79,4.0,100.0,19.75,Zambia
Shahreeennawab,188,264,7.0,71.21212121212122,26.857142857142858,Qatar
Shahzaib Hasan,62,80,8.0,77.5,7.75,Pakistan
Shahzaib Jamil,168,135,6.0,124.44444444444444,28.0,Qatar
Shahzeb Choudhry,0,5,1.0,0.0,0.0,Sweden
Shaik Basha,14,24,2.0,58.333333333333336,7.0,Tanzania
Shaila Sharmin,14,27,3.0,51.85185185185185,4.666666666666667,Bangladesh
Shaiman Anwar,513,398,13.0,128.89447236180905,39.46153846153846,United Arab Emirates
Shakeel Ahmed,99,97,7.0,102.06185567010309,14.142857142857142,Oman
Shakeel Zeb,13,10,1.0,130.0,13.0,Denmark
Shakerullah Safi,0,1,0.0,0.0,0.0,Denmark
Shakib Al Hasan,1350,1101,52.0,122.61580381471389,25.96153846153846,Bangladesh
Shamim Hossain,371,313,16.0,118.53035143769968,23.1875,Bangladesh
Shamima Sultana,307,350,19.0,87.71428571428571,16.157894736842106,Bangladesh
Shamma Ali,0,2,1.0,0.0,0.0,Maldives
Shamsullah Ehsan,48,54,2.0,88.88888888888889,24.0,Turkey
Shamsur Rahman,3,7,3.0,42.85714285714285,1.0,Bangladesh
Shan Masood,172,153,8.0,112.41830065359476,21.5,Pakistan
Shantanu Kaveri,129,145,6.0,88.96551724137932,21.5,Mexico
Shanzeen Shahzad,396,517,29.0,76.59574468085107,13.655172413793103,Hong Kong
Shaof Hassan,54,51,4.0,105.88235294117648,13.5,Maldives
Shariq Munir,26,25,3.0,104.0,8.666666666666666,Qatar
Shariz Ahmad,34,42,4.0,80.95238095238095,8.5,Netherlands
Sharjeel Khan,100,99,8.0,101.010101010101,12.5,Pakistan
Sharmin Akhter,158,210,7.0,75.23809523809524,22.571428571428573,Bangladesh
Sharveen Surendran,23,26,1.0,88.46153846153845,23.0,Malaysia
Shashikant Laxman,49,63,8.0,77.77777777777779,6.125,Mexico
Shawaal Zulfiqar,74,91,5.0,81.31868131868131,14.8,Pakistan
Shayan Jahangir,103,79,5.0,130.37974683544306,20.6,United States of America
Shehzad Patel,35,42,4.0,83.33333333333334,8.75,Swaziland
Sheikh Rasik,130,87,4.0,149.42528735632183,32.5,Hungary
Shenjian Zheng,21,13,1.0,161.53846153846155,21.0,China
Sher Sahak,285,203,16.0,140.39408866995075,17.8125,Norway
Sheraz Sheikh,164,170,13.0,96.47058823529412,12.615384615384617,Belgium
Sheraz Sirwari,31,15,2.0,206.66666666666669,15.5,Switzerland
Sherul Mehta,60,97,3.0,61.855670103092784,20.0,Belgium
Shiraz Khan,196,191,9.0,102.61780104712042,21.77777777777778,Kuwait
Shivam Sharma,24,13,2.0,184.6153846153846,12.0,Canada
Shivani Sati,1,1,0.0,100.0,1.0,Luxembourg
Shoaib Akhtar,16,13,2.0,123.07692307692308,8.0,Pakistan
Shoaib Khan,148,174,15.0,85.0574712643678,9.866666666666667,Oman
Shoaib Khan jnr,0,8,1.0,0.0,0.0,Pakistan
Shoaib Malik,1321,982,45.0,134.5213849287169,29.355555555555554,Pakistan
Shoaib Rafiq,53,46,4.0,115.21739130434784,13.25,Mexico
Shohely Akhter,6,9,2.0,66.66666666666666,3.0,Bangladesh
Shorifa Khatun,7,18,2.0,38.88888888888889,3.5,Bangladesh
Shoriful Islam,26,25,6.0,104.0,4.333333333333333,Bangladesh
Shorna Akter,174,188,9.0,92.5531914893617,19.33333333333333,Bangladesh
Shruti Yadav,1,7,2.0,14.285714285714285,0.5,Bahrain
Shubman Gill,516,377,17.0,136.87002652519894,30.352941176470587,India
Shukhtara Rahman,16,19,0.0,84.21052631578947,16.0,Bangladesh
Shunan Ali,3,4,0.0,75.0,3.0,Maldives
Shuvagata Hom,13,10,1.0,130.0,13.0,Bangladesh
Sidhant Singh,166,133,6.0,124.81203007518798,27.666666666666668,Singapore
Sidra Ameen,414,517,26.0,80.07736943907156,15.923076923076923,Pakistan
Sidra Nawaz,30,34,5.0,88.23529411764706,6.0,Pakistan
Sikandar Raza,1618,1175,58.0,137.70212765957444,27.89655172413793,Zimbabwe
Sikander Zulfiqar,38,40,6.0,95.0,6.333333333333333,Netherlands
Sikder Billah,51,38,3.0,134.21052631578948,17.0,Bahrain
Simandeep Singh,28,29,2.0,96.55172413793105,14.0,Hong Kong
Simi Singh,72,81,12.0,88.88888888888889,6.0,Ireland
Simon Shalders,21,37,2.0,56.75675675675676,10.5,Chile
Simrah Mirza,1,22,4.0,4.545454545454546,0.25,Saudi Arabia
Sinae Kim,0,2,1.0,0.0,0.0,South Korea
Sinan Khan,15,15,3.0,100.0,5.0,Greece
Siow Tzin Yee,405,427,14.0,94.84777517564405,28.928571428571427,Malaysia
Sirajullah Khadim,50,56,5.0,89.28571428571429,10.0,Portugal
Sivakumar,2,6,0.0,33.33333333333333,2.0,Cambodia
Smruthi Radhakrishnan,2,7,0.0,28.57142857142857,2.0,Singapore
Sneha Shankar,8,15,1.0,53.333333333333336,8.0,Malta
Snigdha Paul,34,59,4.0,57.6271186440678,8.5,United States of America
Sobu George,53,42,2.0,126.1904761904762,26.5,Malta
Sohag Gazi,8,7,1.0,114.28571428571428,8.0,Bangladesh
Sohaib Maqsood,144,129,12.0,111.6279069767442,12.0,Pakistan
Sohail Ahmad,44,42,5.0,104.76190476190476,8.8,Croatia
Sohail Ahmed,870,675,23.0,128.88888888888889,37.82608695652174,Bahrain
Sohail Khan,1,1,0.0,100.0,1.0,Pakistan
Sohail Tanvir,56,52,8.0,107.6923076923077,7.0,Pakistan
Sohel Ebrahim Desai,6,10,3.0,60.0,2.0,Panama
Sohel Patel,81,82,4.0,98.78048780487804,20.25,Panama
Sojib Miah,9,9,1.0,100.0,9.0,Czech Republic
Sok Srey Maov,0,17,0.0,0.0,0.0,Cambodia
Sompal Kami,209,201,17.0,103.98009950248756,12.294117647058824,Nepal
Sonam,24,89,6.0,26.96629213483146,4.0,Bhutan
Song Yangyang,3,7,0.0,42.85714285714285,3.0,West Indies
Soniya Dabir,24,21,2.0,114.28571428571428,12.0,India
Soumya Sarkar,612,535,36.0,114.39252336448598,17.0,Bangladesh
Soung Seav,0,1,1.0,0.0,0.0,Cambodia
Soyeb Pendi,22,16,1.0,137.5,22.0,Zambia
Su Jin Kim,3,14,1.0,21.428571428571427,3.0,South Korea
Suabika Manivannan,1,1,0.0,100.0,1.0,Malaysia
Sufiyan Muqeem,13,13,3.0,100.0,4.333333333333333,Pakistan
Sufyan Mehmood,26,32,2.0,81.25,13.0,Oman
Suhail Sattar,41,54,8.0,75.92592592592592,5.125,Timor-Leste
Sukhjinder Singh,1,4,0.0,25.0,1.0,Canada
Sukhkaran Sahi,1,3,1.0,33.33333333333333,1.0,Romania
Sulaiman Ali,69,80,5.0,86.25,13.8,Bulgaria
Sulaimon Runsewe,961,912,45.0,105.37280701754386,21.355555555555554,Nigeria
Sultan Ahmed,69,76,11.0,90.78947368421052,6.2727272727272725,United Arab Emirates
Sultana Khatun,11,18,3.0,61.11111111111112,3.6666666666666665,Bangladesh
Sumaiya Siddiqi,5,4,1.0,125.0,5.0,Pakistan
Suman Ghimire,199,187,5.0,106.41711229946524,39.8,Portugal
Sumayya Abdul,0,12,3.0,0.0,0.0,Maldives
