batter,total_runs,balls_faced,times_out,strike_rate,average,team
A Taylor,4,23,2.0,17.391304347826086,2.0,Cyprus
A Thorpe,8,12,2.0,66.66666666666666,4.0,Isle of Man
A Tomar,2,7,1.0,28.57142857142857,2.0,Singapore
A Tripathi,1,6,1.0,16.666666666666664,1.0,Mexico
A Turay,92,99,8.0,92.92929292929291,11.5,Sierra Leone
A Turkmen,160,115,5.0,139.1304347826087,32.0,Turkey
A Vaidya,112,143,7.0,78.32167832167832,16.0,Sweden
A Vailoa,0,1,0.0,0.0,0.0,Cook Islands
A Vala,550,494,26.0,111.33603238866397,21.153846153846157,Papua New Guinea
A Venkatesh,79,78,4.0,101.28205128205128,19.75,Sweden
A Vessik,27,78,5.0,34.61538461538461,5.4,Estonia
A Wanjira,55,73,5.0,75.34246575342466,11.0,Kenya
A Wright,4,10,2.0,40.0,2.0,Cayman Islands
A Yon,126,91,4.0,138.46153846153845,31.5,St Helena
A Zampa,23,29,4.0,79.3103448275862,5.75,Australia
A Zimunu,9,8,0.0,112.5,9.0,Zimbabwe
A le Breton,14,12,1.0,116.66666666666669,14.0,South Africa
A van Schoor,39,32,0.0,121.875,39.0,Namibia
A van der Merwe,401,522,17.0,76.81992337164752,23.58823529411765,Namibia
AA Alleyne,143,167,17.0,85.62874251497006,8.411764705882353,West Indies
AA Banner,11,25,3.0,44.0,3.6666666666666665,Belize
AA Gajic,11,22,1.0,50.0,11.0,Serbia
AA Jangoo,12,18,0.0,66.66666666666666,12.0,West Indies
AA Jasani,185,158,5.0,117.08860759493672,37.0,Tanzania
AA Jimoh,8,14,1.0,57.14285714285714,8.0,Nigeria
AA Moiane,35,75,5.0,46.66666666666666,7.0,Mozambique
AA Navicha,73,92,4.0,79.34782608695652,18.25,Mozambique
AA Obanda,198,216,19.0,91.66666666666666,10.421052631578949,Kenya
AA Onikoyi,197,237,21.0,83.12236286919831,9.38095238095238,Nigeria
AA Paradkar,6,5,1.0,120.0,6.0,United States of America
AA Patil,90,83,9.0,108.43373493975903,10.0,India
AA Rahayu,105,130,7.0,80.76923076923077,15.0,Indonesia
AA Senn,94,92,5.0,102.17391304347828,18.8,Cyprus
AAA Patel,28,28,3.0,100.0,9.333333333333334,Lesotho
AAH Bhikari,1,5,1.0,20.0,1.0,Suriname
AAM Eliane,3,27,1.0,11.11111111111111,3.0,Cameroon
AAP Atkinson,2,13,1.0,15.384615384615383,2.0,England
AAP Rivero,87,97,6.0,89.69072164948454,14.5,Argentina
AAhan Achar,8,9,1.0,88.88888888888889,8.0,Singapore
AB Agarkar,14,9,0.0,155.55555555555557,14.0,India
AB Barath,15,22,1.0,68.18181818181817,15.0,West Indies
AB Dinda,3,4,0.0,75.0,3.0,India
AB Kamara,72,81,4.0,88.88888888888889,18.0,Sierra Leone
AB Kaur,166,134,4.0,123.88059701492536,41.5,India
AB Martinez,8,73,2.0,10.95890410958904,4.0,Costa Rica
AB Mengoumou,0,4,1.0,0.0,0.0,Cameroon
AB Slebsager,1,3,1.0,33.33333333333333,1.0,Denmark
AB de Villiers,951,714,35.0,133.19327731092437,27.17142857142857,South Africa
ABY Smith,117,199,6.0,58.79396984924623,19.5,Philippines
AC Agar,81,73,6.0,110.95890410958904,13.5,Australia
AC Botha,21,18,2.0,116.66666666666669,10.5,Ireland
AC Brodin,14,50,4.0,28.000000000000004,3.5,France
AC Douglas,166,125,10.0,132.8,16.6,Bermuda
AC Evans,0,1,1.0,0.0,0.0,Scotland
AC Gilchrist,90,68,6.0,132.35294117647058,15.0,Australia
AC Jayangani,1762,1702,67.0,103.5252643948296,26.29850746268657,Sri Lanka
AC Kerr,697,656,26.0,106.25,26.807692307692307,New Zealand
AC Mushangwe,20,30,0.0,66.66666666666666,20.0,Zimbabwe
AC Sabino,72,89,5.0,80.89887640449437,14.4,Brazil
AC Voges,88,81,2.0,108.64197530864196,44.0,Australia
ACF Stokes,18,26,4.0,69.23076923076923,4.5,Guernsey
