batter,total_runs,balls_faced,times_out,strike_rate,average
Riyaa Bhasin,45,101,9.0,44.554455445544555,5.0
Riyaz Kajalwala,1,9,1.0,11.11111111111111,1.0
Rizpha Bano,32,66,6.0,48.484848484848484,5.333333333333333
Rizwan Butt,138,120,17.0,114.99999999999999,8.117647058823529
Rizwan Cheema,72,67,7.0,107.46268656716418,10.285714285714286
Rizwan Haider,19,18,2.0,105.55555555555556,9.5
Rizwan Mahmood,152,116,7.0,131.0344827586207,21.714285714285715
Rizwan Mangera,2,8,1.0,25.0,2.0
Robert Raina,104,103,8.0,100.97087378640776,13.0
Rohail Nazir,13,8,1.0,162.5,13.0
Rohan Bhavesh Patel,5,8,0.0,62.5,5.0
Rohan Mustafa,369,364,21.0,101.37362637362637,17.571428571428573
Roheed Akhtar,9,7,1.0,128.57142857142858,9.0
Rohit Kumar,83,84,7.0,98.80952380952381,11.857142857142858
Rohit Limbu,12,26,1.0,46.15384615384615,12.0
Roma Thapa,48,77,4.0,62.33766233766234,12.0
Ronald Ebanks,0,2,2.0,0.0,0.0
Rongyu Zhao,3,8,1.0,37.5,3.0
Ronitkumar Ahir,8,10,1.0,80.0,8.0
Rony Talukdar,159,109,5.0,145.87155963302752,31.8
Roopa Nagraj,10,20,2.0,50.0,5.0
Rosine Irera,31,27,0.0,114.81481481481481,31.0
Ruba Rashid,0,12,2.0,0.0,0.0
Rubel Hossain,12,17,2.0,70.58823529411765,6.0
Rubya Haider,16,20,2.0,80.0,8.0
Ruchitha Venkatesh,70,133,8.0,52.63157894736842,8.75
Rudolph Fox,68,79,4.0,86.07594936708861,17.0
Rumaisa Jawad Nasir,1,27,1.0,3.7037037037037033,1.0
Rumana Ahmed,205,251,15.0,81.67330677290838,13.666666666666666
Rumeysa Alp,2,10,0.0,20.0,2.0
S Agazuma,10,24,2.0,41.66666666666667,5.0
S Akiteng,2,5,1.0,40.0,2.0
S Arachchige,0,2,1.0,0.0,0.0
S Ashwathnarayana,91,61,1.0,149.18032786885246,91.0
S Ateak,26,22,1.0,118.18181818181819,26.0
S Austin,199,198,14.0,100.50505050505049,14.214285714285714
S Badree,12,22,3.0,54.54545454545454,4.0
S Badrinath,43,38,1.0,113.1578947368421,43.0
S Banamali,9,15,1.0,60.0,9.0
S Bangera,37,46,3.0,80.43478260869566,12.333333333333334
S Basharat,1,1,0.0,100.0,1.0
S Bau,410,416,20.0,98.5576923076923,20.5
S Bevin,0,2,1.0,0.0,0.0
S Bhandari,5,26,1.0,19.230769230769234,5.0
S Bhardwaj,29,67,6.0,43.28358208955223,4.833333333333333
S Bhari,1,3,0.0,33.33333333333333,1.0
S Bhaskar,60,56,3.0,107.14285714285714,20.0
S Bodha,38,36,5.0,105.55555555555556,7.6
S Brunsgaard,23,47,2.0,48.93617021276596,11.5
S Burdekin,114,109,6.0,104.58715596330275,19.0
S Chanderpaul,186,175,9.0,106.28571428571429,20.666666666666668
S Chandramohan,790,698,32.0,113.18051575931231,24.6875
S Channa,12,15,2.0,80.0,6.0
S Chaturongrattana,41,85,4.0,48.23529411764706,10.25
S Chaudhary,14,14,2.0,100.0,7.0
S Chilemanya,11,18,3.0,61.111111111111114,3.6666666666666665
S Chinawa,90,125,5.0,72.0,18.0
S Choden,43,102,10.0,42.15686274509804,4.3
S Cholasseri,30,48,3.0,62.5,10.0
S Chophel,8,10,1.0,80.0,8.0
S Clarke,0,3,1.0,0.0,0.0
S Conteh,37,60,6.0,61.66666666666667,6.166666666666667
S Cotter,143,162,12.0,88.27160493827161,11.916666666666666
S Crowie,58,76,5.0,76.31578947368422,11.6
S Dabholkatr,1,1,0.0,100.0,1.0
S Davizi,608,428,10.0,142.05607476635512,60.8
S Delai,16,36,1.0,44.44444444444444,16.0
S Desungnoen,164,229,15.0,71.61572052401746,10.933333333333334
S Dhadwal,89,172,11.0,51.74418604651163,8.090909090909092
S Dhakal,0,2,0.0,0.0,0.0
S Dhaniram,5,8,2.0,62.5,2.5
S Dharnidharka,285,344,17.0,82.84883720930233,16.764705882352942
S Dhawan,933,759,30.0,122.92490118577075,31.1
S Divya,1,4,1.0,25.0,1.0
S Draunivudi,6,4,0.0,150.0,6.0
S Dube,399,305,19.0,130.81967213114754,21.0
S Dunukedeniya,74,112,3.0,66.07142857142857,24.666666666666668
S Dzimau,4,13,1.0,30.76923076923077,4.0
S Ecclestone,266,202,16.0,131.68316831683168,16.625
S Elayaperumal,5,20,3.0,25.0,1.6666666666666667
S Etim,92,123,9.0,74.79674796747967,10.222222222222221
S Farooq,1,2,0.0,50.0,1.0
S Foo-Ryland,76,99,1.0,76.76767676767676,76.0
S Forbes,8,13,1.0,61.53846153846154,8.0
S Foster,128,136,8.0,94.11764705882352,16.0
S Fouché,42,49,1.0,85.71428571428571,42.0
S Franklin,5,7,1.0,71.42857142857143,5.0
S Gajnabi,193,245,16.0,78.77551020408163,12.0625
S Galabova,90,183,7.0,49.18032786885246,12.857142857142858
S Gantulga,1,15,3.0,6.666666666666667,0.3333333333333333
S Gasteratos,4,7,1.0,57.14285714285714,4.0
S Georgota,103,191,8.0,53.92670157068062,12.875
S Gill,130,95,4.0,136.8421052631579,32.5
S Gimhani,0,1,1.0,0.0,0.0
S Glenn,117,101,5.0,115.84158415841583,23.4
S Godara,94,64,4.0,146.875,23.5
S Gokhale,17,32,5.0,53.125,3.4
S Gooch,83,91,2.0,91.20879120879121,41.5
S Grover,41,52,3.0,78.84615384615384,13.666666666666666
S Gulecha,2,5,2.0,40.0,1.0
S Haggo,43,75,4.0,57.333333333333336,10.75
S Hanson,4,3,0.0,133.33333333333331,4.0
S Hassall,8,23,3.0,34.78260869565217,2.6666666666666665
S Hongsi,18,10,0.0,180.0,18.0
S Hook,89,126,9.0,70.63492063492063,9.88888888888889
S Horley,274,259,10.0,105.7915057915058,27.4
S Houghton,97,136,7.0,71.32352941176471,13.857142857142858
S Hunter,21,29,2.0,72.41379310344827,10.5
S Hussein,4,13,1.0,30.76923076923077,4.0
S Immadi,5,31,1.0,16.129032258064516,5.0
S Ingabire,27,68,3.0,39.705882352941174,9.0
S Ishaque,8,9,1.0,88.88888888888889,8.0
S Ismail,81,105,12.0,77.14285714285715,6.75
S Iushchenko,4,30,2.0,13.333333333333334,2.0
S Ivetic,102,117,4.0,87.17948717948718,25.5
S Jadhav,3,3,0.0,100.0,3.0
S Jafta,58,51,4.0,113.72549019607843,14.5
S Jamil,38,55,5.0,69.0909090909091,7.6
S Jayakodi,20,64,3.0,31.25,6.666666666666667
S Jeelany,1,12,2.0,8.333333333333332,0.5
S Jegannathan,4,17,1.0,23.52941176470588,4.0
S Jele,1,1,0.0,100.0,1.0
S Jimmy,206,265,12.0,77.73584905660378,17.166666666666668
S Jora,297,226,15.0,131.4159292035398,19.8
S Juma,89,103,5.0,86.40776699029125,17.8
S Kagnassy,0,4,1.0,0.0,0.0
S Kailath,0,1,1.0,0.0,0.0
S Kamate,19,48,7.0,39.58333333333333,2.7142857142857144
S Kananji,60,75,7.0,80.0,8.571428571428571
S Kanankege,18,33,3.0,54.54545454545454,6.0
S Kaneria,48,62,4.0,77.41935483870968,12.0
S Kato,132,195,9.0,67.6923076923077,14.666666666666666
S Kemigisha,0,3,1.0,0.0,0.0
S Khadka,25,45,2.0,55.55555555555556,12.5
S Kharvi,48,41,3.0,117.07317073170731,16.0
S Khatri,1,35,3.0,2.857142857142857,0.3333333333333333
S Khiaoto,205,244,14.0,84.01639344262296,14.642857142857142
S Khurana,85,90,6.0,94.44444444444444,14.166666666666666
S Kimura,34,38,4.0,89.47368421052632,8.5
S Kizito,1,20,5.0,5.0,0.2
S Kolcharam,228,224,11.0,101.78571428571428,20.727272727272727
S Kolcunova,2,36,2.0,5.555555555555555,1.0
S Kollery,31,43,2.0,72.09302325581395,15.5
S Koppolu,83,87,4.0,95.40229885057471,20.75
S Kotte,10,21,1.0,47.61904761904761,10.0
S Krisheta,25,36,2.0,69.44444444444444,12.5
S Kubheka,7,14,3.0,50.0,2.3333333333333335
S Kucuksucu,4,35,2.0,11.428571428571429,2.0
S Kushretha,13,18,3.0,72.22222222222221,4.333333333333333
S Lamichhane,28,19,3.0,147.36842105263156,9.333333333333334
S Laomi,96,156,7.0,61.53846153846154,13.714285714285714
S Lita D'Sa,77,123,11.0,62.601626016260155,7.0
S Loday,57,78,8.0,73.07692307692307,7.125
S Lomani,9,19,3.0,47.368421052631575,3.0
S Lote,2,7,1.0,28.57142857142857,2.0
S Loubser,12,29,2.0,41.37931034482759,6.0
S Lundell,49,45,1.0,108.88888888888889,49.0
S Luus,900,817,32.0,110.15911872705017,28.125
S Mabuza,0,2,1.0,0.0,0.0
S MacMahon,33,39,8.0,84.61538461538461,4.125
S Maduranga,66,88,4.0,75.0,16.5
S Magar,73,94,8.0,77.6595744680851,9.125
S Mahmood,15,18,1.0,83.33333333333334,15.0
S Malwatta,15,29,3.0,51.724137931034484,5.0
S Mandhana,1959,1562,67.0,125.41613316261204,29.238805970149254
S Mathur,29,24,1.0,120.83333333333333,29.0
S Matijevic,16,18,1.0,88.88888888888889,16.0
S Matsikenyeri,43,40,3.0,107.5,14.333333333333334
S Mba,22,49,3.0,44.89795918367347,7.333333333333333
S Meghana,110,121,5.0,90.9090909090909,22.0
S Merican,20,84,5.0,23.809523809523807,4.0
S Mills,1,4,0.0,25.0,1.0
S Miyaji,89,111,5.0,80.18018018018019,17.8
S Mohan,0,1,1.0,0.0,0.0
S Moise,0,1,0.0,0.0,0.0
S Molineux,49,53,8.0,92.45283018867924,6.125
S Mostary,355,460,22.0,77.17391304347827,16.136363636363637
S Mosweu,306,335,15.0,91.34328358208955,20.4
S Movva,244,237,11.0,102.9535864978903,22.181818181818183
S Mtae,507,534,31.0,94.9438202247191,16.35483870967742
S Muniandy,758,643,40.0,117.88491446345257,18.95
S Murari,1,2,1.0,50.0,1.0
S Muthusamy,17,12,2.0,141.66666666666669,8.5
S Nadigotla,312,259,19.0,120.46332046332047,16.42105263157895
S Naik,14,18,2.0,77.77777777777779,7.0
S Nampiina,518,609,30.0,85.0574712643678,17.266666666666666
S Natsagdorj,1,14,1.0,7.142857142857142,1.0
S Navaratne,39,41,4.0,95.1219512195122,9.75
S Nisansala,0,1,1.0,0.0,0.0
S Nitschke,72,55,3.0,130.9090909090909,24.0
S Niyomuhoza,197,239,9.0,82.42677824267783,21.88888888888889
S Norman,6,10,2.0,60.0,3.0
S Nsubuga,2,6,2.0,33.33333333333333,1.0
S Nunna,0,3,2.0,0.0,0.0
S Ogundipe,1,3,0.0,33.33333333333333,1.0
S Ostergaard,0,3,1.0,0.0,0.0
S Ozkunduz,20,31,2.0,64.51612903225806,10.0
S Paldon,22,50,2.0,44.0,11.0
S Pandey,70,115,8.0,60.86956521739131,8.75
S Pattenden,1,8,0.0,12.5,1.0
S Periyalwar,325,339,12.0,95.87020648967551,27.083333333333332
S Phakathi,2,10,1.0,20.0,2.0
S Pillai,72,92,3.0,78.26086956521739,24.0
S Pitabeddara,0,1,1.0,0.0,0.0
S Pradhan,205,235,12.0,87.2340425531915,17.083333333333332
S Prakash,5,23,2.0,21.73913043478261,2.5
S Prasanna,83,78,7.0,106.41025641025641,11.857142857142858
S Ramakrishnan,17,10,1.0,170.0,17.0
S Ramautar,6,34,2.0,17.647058823529413,3.0
S Rana,32,38,2.0,84.21052631578947,16.0
S Ranade,0,1,1.0,0.0,0.0
S Rani,79,103,5.0,76.69902912621359,15.8
S Raveendrakumar,4,19,1.0,21.052631578947366,4.0
S Ravichandran,681,551,31.0,123.59346642468239,21.967741935483872
S Ravikumar,73,100,3.0,73.0,24.333333333333332
S Ravoka,6,10,1.0,60.0,6.0
S Rokuad,4,18,0.0,22.22222222222222,4.0
S Rossi,0,4,3.0,0.0,0.0
S Rukmal,0,3,0.0,0.0,0.0
S Rungrueang,60,89,11.0,67.41573033707866,5.454545454545454
S Sadarangani,76,144,7.0,52.77777777777778,10.857142857142858
S Saengsakaorat,16,22,1.0,72.72727272727273,16.0
S Saenya,2,6,0.0,33.33333333333333,2.0
S Sajana,37,37,4.0,100.0,9.25
S Samal,51,32,3.0,159.375,17.0
S Samarawickrama,179,169,7.0,105.91715976331362,25.571428571428573
S Samuels,5,23,2.0,21.73913043478261,2.5
S Sandeepani,0,1,1.0,0.0,0.0
S Sankar,7,10,0.0,70.0,7.0
S Santhirakumaran,23,45,1.0,51.11111111111111,23.0
S Sarandeva,18,70,6.0,25.71428571428571,3.0
S Sarthak,42,37,2.0,113.51351351351352,21.0
S Savkovic,2,2,1.0,100.0,2.0
S Sebastian,1,20,1.0,5.0,1.0
S Sengupta,9,7,1.0,128.57142857142858,9.0
S Sesazi,1146,945,38.0,121.26984126984127,30.157894736842106
S Sharma,8,11,4.0,72.72727272727273,2.0
S Sheelan,28,28,1.0,100.0,28.0
S Sheridan,57,74,5.0,77.02702702702703,11.4
S Shrivastava,22,12,1.0,183.33333333333331,22.0
S Siegers,8,19,4.0,42.10526315789473,2.0
S Sigaiwasa,6,21,3.0,28.57142857142857,2.0
S Simic,0,2,0.0,0.0,0.0
S Simpson,8,9,0.0,88.88888888888889,8.0
S Singh,194,206,16.0,94.1747572815534,12.125
S Siriotis,0,1,1.0,0.0,0.0
S Smale,35,31,2.0,112.90322580645163,17.5
S Smith,13,29,5.0,44.827586206896555,2.6
S Snater,2,5,3.0,40.0,0.6666666666666666
S Sohal,5,12,1.0,41.66666666666667,5.0
S Sola,20,51,4.0,39.21568627450981,5.0
S Solman,205,225,7.0,91.11111111111111,29.285714285714285
S Sreesanth,1,4,2.0,25.0,0.5
S Sriharsha,278,281,10.0,98.93238434163702,27.8
S Srikanth,10,6,1.0,166.66666666666669,10.0
S Stanikzay,0,3,2.0,0.0,0.0
S Stephen,71,78,5.0,91.02564102564102,14.2
S Sugaya-Slater,13,21,2.0,61.904761904761905,6.5
S Sunday,341,329,17.0,103.64741641337385,20.058823529411764
S Tabuisulu,3,10,2.0,30.0,1.5
S Talamarla,2,4,1.0,50.0,2.0
S Thakor,277,228,21.0,121.49122807017542,13.19047619047619
S Thakur,55,34,1.0,161.76470588235296,55.0
S Thanikaithasan,241,183,16.0,131.69398907103823,15.0625
S Thapa,1,4,0.0,25.0,1.0
S Tharanga,13,9,1.0,144.44444444444443,13.0
S Tippoch,197,263,15.0,74.90494296577947,13.133333333333333
S Tobgay,24,36,0.0,66.66666666666666,24.0
S Toffoletto,1,1,0.0,100.0,1.0
S Tosic,91,162,5.0,56.17283950617284,18.2
S Tudorache,0,3,1.0,0.0,0.0
S Tuhadeleni,1,3,0.0,33.33333333333333,1.0
S Udhayan,0,2,2.0,0.0,0.0
S Uwera,185,276,10.0,67.02898550724638,18.5
S Vaia,82,147,6.0,55.78231292517006,13.666666666666666
S Vashisht,99,92,9.0,107.6086956521739,11.0
S Vasilakis,3,10,1.0,30.0,3.0
S Vaz,1,1,0.0,100.0,1.0
S Veerapathiran,128,124,13.0,103.2258064516129,9.846153846153847
S Venkataraman,54,83,8.0,65.06024096385542,6.75
S Vesawkar,145,145,6.0,100.0,24.166666666666668
S Vig,2,8,1.0,25.0,2.0
S Vijay Unni,170,210,12.0,80.95238095238095,14.166666666666666
S Vijayakumar,2,5,2.0,40.0,1.0
S Vuni,54,82,3.0,65.85365853658537,18.0
S Walaza,16,30,5.0,53.333333333333336,3.2
S Waqas Ahmed,48,58,3.0,82.75862068965517,16.0
S Weleilakeba,8,3,1.0,266.66666666666663,8.0
S Wetoto,90,70,3.0,128.57142857142858,30.0
S Wickramasekara,116,91,10.0,127.47252747252746,11.6
S Williams,22,17,0.0,129.41176470588235,22.0
S Yenamandra,12,47,2.0,25.53191489361702,6.0
S Yeshi,23,39,5.0,58.97435897435898,4.6
S Yildirim,96,109,1.0,88.07339449541286,96.0
S Yordanova,14,28,2.0,50.0,7.0
S Zafar,0,4,0.0,0.0,0.0
SA Abbott,7,8,2.0,87.5,3.5
SA Ahmad,408,386,20.0,105.69948186528497,20.4
SA Akenji,8,12,1.0,66.66666666666666,8.0
SA Campbelle,435,523,29.0,83.17399617590823,15.0
SA Dias,5,28,1.0,17.857142857142858,5.0
SA Edwards,729,560,32.0,130.17857142857144,22.78125
SA Engelbrecht,172,139,4.0,123.74100719424462,43.0
SA Fritz,24,37,6.0,64.86486486486487,4.0
SA Jumbe,301,301,21.0,100.0,14.333333333333334
SA Mohandas,48,51,4.0,94.11764705882352,12.0
SA Nono,6,23,3.0,26.08695652173913,2.0
SA Okpe,520,544,38.0,95.58823529411765,13.68421052631579
SA Panayan,35,64,8.0,54.6875,4.375
SA Wijeratne,174,150,7.0,115.99999999999999,24.857142857142858
SA Wittmann,721,766,40.0,94.12532637075718,18.025
SA Yadav,1698,1039,49.0,163.42637151106834,34.6530612244898
SA van Breda,3,8,1.0,37.5,3.0
SACA King,139,180,14.0,77.22222222222223,9.928571428571429
SAN Maypriani,6,14,0.0,42.857142857142854,6.0
SAR Hashimi,0,2,1.0,0.0,0.0
SB Chamundaiah,0,1,1.0,0.0,0.0
SB Martinez,16,48,4.0,33.33333333333333,4.0
SB Patel,66,59,6.0,111.86440677966101,11.0
SB Styris,291,241,13.0,120.74688796680498,22.384615384615383
SB Wagh,102,120,6.0,85.0,17.0
SC Getkate,125,96,11.0,130.20833333333331,11.363636363636363
SC Kuggeleijn,71,32,1.0,221.875,71.0
SC Kumari,0,3,0.0,0.0,0.0
SC Selman,13,28,3.0,46.42857142857143,4.333333333333333
SC Taylor,66,46,1.0,143.47826086956522,66.0
SC Williams,975,752,38.0,129.65425531914894,25.657894736842106
SC van Schalkwyk,91,72,3.0,126.38888888888889,30.333333333333332
SCJ Broad,80,79,9.0,101.26582278481013,8.88888888888889
SD Diwan Ali,1,12,1.0,8.333333333333332,1.0
SD Hope,673,479,22.0,140.50104384133613,30.59090909090909
SD Hussein,14,50,6.0,28.000000000000004,2.3333333333333335
SD Outerbridge,37,36,0.0,102.77777777777777,37.0
SD Ranawaka,0,3,1.0,0.0,0.0
SD Valjalo,28,37,3.0,75.67567567567568,9.333333333333334
SDJJ Dima,0,5,1.0,0.0,0.0
SDNS Karunaratne,5,11,0.0,45.45454545454545,5.0
SE Bond,12,16,5.0,75.0,2.4
SE Marsh,107,109,7.0,98.1651376146789,15.285714285714286
SE Rowe,51,38,1.0,134.21052631578948,51.0
SE Rutherford,338,239,17.0,141.4225941422594,19.88235294117647
SEA Ruck,7,15,0.0,46.666666666666664,7.0
SF Daley,57,82,7.0,69.51219512195121,8.142857142857142
SF Jerome,62,92,8.0,67.3913043478261,7.75
SF Mire,158,121,4.0,130.57851239669424,39.5
SF Nhavotso,5,13,1.0,38.46153846153847,5.0
SF Sirah,34,65,3.0,52.307692307692314,11.333333333333334
SF Tiai,193,182,11.0,106.04395604395604,17.545454545454547
SFM Devine,1663,1385,52.0,120.07220216606498,31.98076923076923
SFS Cheema,2,7,3.0,28.57142857142857,0.6666666666666666
SG Diaby,1,2,1.0,50.0,1.0
SG Luijke,15,23,2.0,65.21739130434783,7.5
SG Mangela,307,270,9.0,113.70370370370371,34.111111111111114
SH Johnson,0,1,1.0,0.0,0.0
SH Lawlor,7,15,1.0,46.666666666666664,7.0
SH Mohamedi,138,175,13.0,78.85714285714286,10.615384615384615
SH Obed,23,28,5.0,82.14285714285714,4.6
SH Venugopal,113,116,6.0,97.41379310344827,18.833333333333332
SHT Kandamby,10,15,1.0,66.66666666666666,10.0
SI Galagedara,45,76,5.0,59.210526315789465,9.0
SI Kamea,1,4,1.0,25.0,1.0
SI Mahmood,0,1,0.0,0.0,0.0
SIP Fernando,4,6,1.0,66.66666666666666,4.0
SIR Dunkley,503,469,25.0,107.24946695095949,20.12
SJ Baard,374,321,16.0,116.51090342679127,23.375
SJ Benn,9,16,1.0,56.25,9.0
SJ Bruce,1,10,0.0,10.0,1.0
SJ Bryce,700,665,33.0,105.26315789473684,21.21212121212121
SJ Coyte,20,18,2.0,111.11111111111111,10.0
SJ Elliott,19,20,0.0,95.0,19.0
SJ French,38,60,3.0,63.33333333333333,12.666666666666666
SJ Hate,2,3,0.0,66.66666666666666,2.0
SJ Hughes-Pinan,1,1,0.0,100.0,1.0
SJ McGlashan,246,211,9.0,116.58767772511848,27.333333333333332
SJ Modani,61,48,1.0,127.08333333333333,61.0
SJ Myburgh,406,385,21.0,105.45454545454544,19.333333333333332
SJ Patel,0,5,2.0,0.0,0.0
SJ Taylor,675,581,23.0,116.1790017211704,29.347826086956523
SJ Tsukigawa,6,7,1.0,85.71428571428571,6.0
SK Atai,3,5,1.0,60.0,3.0
SK Awiah,187,251,13.0,74.5019920318725,14.384615384615385
SK Chandhrasekar,47,90,4.0,52.22222222222223,11.75
SK Dolawatte,3,20,3.0,15.0,1.0
SK Gedara,5,5,0.0,100.0,5.0
SK Naidu,11,27,1.0,40.74074074074074,11.0
SK Patel,35,39,2.0,89.74358974358975,17.5
SK Raina,1030,795,32.0,129.55974842767296,32.1875
SK Rana,79,125,8.0,63.2,9.875
SK Reddy,52,66,2.0,78.78787878787878,26.0
SK Shetty,0,9,1.0,0.0,0.0
SK Springer,9,10,0.0,90.0,9.0
SKDT Madusanka,54,67,4.0,80.59701492537313,13.5
SKS Gill,302,316,12.0,95.56962025316456,25.166666666666668
SL Gomez,97,138,14.0,70.28985507246377,6.928571428571429
SL Kalis,979,943,27.0,103.81760339342523,36.25925925925926
SL Malinga,81,73,6.0,110.95890410958904,13.5
SL Perera,7,20,1.0,35.0,7.0
SL Quintyne,71,81,5.0,87.65432098765432,14.2
SL Verma,166,93,3.0,178.49462365591398,55.333333333333336
SM Ariyasinghage,1,7,2.0,14.285714285714285,0.5
SM Arooja,0,1,1.0,0.0,0.0
SM Benade,3,10,2.0,30.0,1.5
SM Curran,171,149,9.0,114.76510067114094,19.0
SM Davies,27,21,1.0,128.57142857142858,27.0
SM Dhanusri,13,15,0.0,86.66666666666667,13.0
SM Katich,30,25,1.0,120.0,30.0
SM Kavanagh,223,230,13.0,96.95652173913044,17.153846153846153
SM Mayers,518,544,17.0,95.22058823529412,30.470588235294116
SM Nash,66,86,5.0,76.74418604651163,13.2
SM Pollock,4,11,3.0,36.36363636363637,1.3333333333333333
SM Sharif,96,99,6.0,96.96969696969697,16.0
SM Sharma,2,2,0.0,100.0,2.0
SM Solia,17,24,2.0,70.83333333333334,8.5
SM Tupou,45,44,2.0,102.27272727272727,22.5
SM Warnakulasuriya,24,24,1.0,100.0,24.0
SMA Priyanjan,54,63,1.0,85.71428571428571,54.0
SMK Waththage,3,4,1.0,75.0,3.0
SMSM Senanayake,33,39,2.0,84.61538461538461,16.5
SN Netravalkar,19,22,5.0,86.36363636363636,3.8
SN Pathirana,21,33,4.0,63.63636363636363,5.25
SN Shihepo,158,203,14.0,77.83251231527095,11.285714285714286
SN Swamy,1,1,0.0,100.0,1.0
SN Thakur,52,33,3.0,157.57575757575756,17.333333333333332
SNJ O'Keefe,4,6,2.0,66.66666666666666,2.0
SO Hetmyer,502,389,31.0,129.04884318766068,16.193548387096776
SO Ngoche,219,169,16.0,129.58579881656803,13.6875
SO Olayinka,24,28,2.0,85.71428571428571,12.0
SO Tikolo,97,85,5.0,114.11764705882352,19.4
SP Fleming,38,24,1.0,158.33333333333331,38.0
SP Gauchan,13,43,3.0,30.23255813953488,4.333333333333333
SP Gomes,54,53,4.0,101.88679245283019,13.5
SP Guzman,3,10,1.0,30.0,3.0
SP Khakurel,34,44,4.0,77.27272727272727,8.5
SP Krishnamurthi,14,16,1.0,87.5,14.0
SP Narine,61,73,8.0,83.56164383561644,7.625
SP Patil,128,155,8.0,82.58064516129032,16.0
SPD Smith,502,426,21.0,117.84037558685445,23.904761904761905
SPS Shikongo,5,6,1.0,83.33333333333334,5.0
SR Bhudia,239,191,9.0,125.13089005235602,26.555555555555557
SR Magar,400,581,26.0,68.84681583476764,15.384615384615385
SR Mohan,10,18,2.0,55.55555555555556,5.0
SR Mukkamalla,255,172,6.0,148.25581395348837,42.5
SR Patel,59,60,6.0,98.33333333333333,9.833333333333334
SR Patil,12,16,1.0,75.0,12.0
SR Rocket,9,27,2.0,33.33333333333333,4.5
SR Taylor,1453,1384,46.0,104.98554913294798,31.58695652173913
SR Thadani,14,28,1.0,50.0,14.0
SR Thompson,47,35,4.0,134.28571428571428,11.75
SR Watson,682,468,19.0,145.72649572649573,35.89473684210526
SRH Curtis,0,2,1.0,0.0,0.0
SRMJJ Arachchilage,6,12,1.0,50.0,6.0
SS Connell,13,18,3.0,72.22222222222221,4.333333333333333
SS Cottrell,8,9,1.0,88.88888888888889,8.0
SS Grimmond,50,72,7.0,69.44444444444444,7.142857142857143
SS Iyer,646,484,25.0,133.4710743801653,25.84
SS Kang,1,5,1.0,20.0,1.0
SS McKechnie,73,85,6.0,85.88235294117646,12.166666666666666
SS Pathirana,11,13,3.0,84.61538461538461,3.6666666666666665
SS Shukla,6,12,1.0,50.0,6.0
SS Weerakkody,68,99,10.0,68.68686868686868,6.8
SSB Magala,34,18,1.0,188.88888888888889,34.0
SSJ Brooks,49,37,3.0,132.43243243243242,16.333333333333332
SSM Stanislaus,290,271,13.0,107.0110701107011,22.307692307692307
ST Doheny,17,17,2.0,100.0,8.5
ST Eyyunni,6,6,1.0,100.0,6.0
ST Frohnmayer,111,164,10.0,67.6829268292683,11.1
ST Jayasuriya,412,320,17.0,128.75,24.235294117647058
ST Yalimaiwai,1,1,0.0,100.0,1.0
STR Binny,11,6,1.0,183.33333333333331,11.0
STRA de Silva,98,96,2.0,102.08333333333333,49.0
SU Halarnkar,0,3,1.0,0.0,0.0
SV Samson,818,529,27.0,154.63137996219282,30.296296296296298
SV Shetty,149,186,6.0,80.10752688172043,24.833333333333332
SVE Bharathi,2,9,3.0,22.22222222222222,0.6666666666666666
SW Bates,1857,1668,55.0,111.33093525179856,33.763636363636365
SW Billings,272,195,14.0,139.48717948717947,19.428571428571427
SW Masakadza,8,9,2.0,88.88888888888889,4.0
SW Poynter,102,82,6.0,124.39024390243902,17.0
SW Tait,2,5,2.0,40.0,1.0
SY Nihute,130,169,11.0,76.92307692307693,11.818181818181818
SY Win,0,7,2.0,0.0,0.0
SYD Chan,22,46,2.0,47.82608695652174,11.0
SYS Assegon,1,21,2.0,4.761904761904762,0.5
SZ Peles,5,17,0.0,29.411764705882355,5.0
SZ Thakor,6,4,1.0,150.0,6.0
SZ Vayani,160,159,10.0,100.62893081761007,16.0
Saad Bin Zafar,310,270,12.0,114.81481481481481,25.833333333333332
Saad Khan,119,117,7.0,101.7094017094017,17.0
Saad Nasim,25,33,1.0,75.75757575757575,25.0
Sabah Nawab,0,1,1.0,0.0,0.0
Sabbir Rahman,466,409,19.0,113.93643031784842,24.526315789473685
Saber Zakhil,590,363,23.0,162.53443526170798,25.652173913043477
Sabnam Rai,1,1,0.0,100.0,1.0
Sabreen Zaki,44,60,5.0,73.33333333333333,8.8
Sachin Kumar,6,6,1.0,100.0,6.0
Sachin Mandy,66,64,6.0,103.125,11.0
Sadaf Shamas,16,40,4.0,40.0,4.0
Sadamali Bhakshala,26,46,5.0,56.52173913043478,5.2
Sadia Iqbal,7,15,3.0,46.666666666666664,2.3333333333333335
Sadia Yousuf,3,4,0.0,75.0,3.0
Saee Parkhi,12,15,2.0,80.0,6.0
Saeed Ahmed,143,91,4.0,157.14285714285714,35.75
Saeed Ajmal,27,26,4.0,103.84615384615385,6.75
Saeed Waqar Ali,7,19,1.0,36.84210526315789,7.0
Safvan Patel,9,13,1.0,69.23076923076923,9.0
Sagar Pun,73,80,5.0,91.25,14.6
Saghar Manzoor,88,112,8.0,78.57142857142857,11.0
Sahel Zadran,102,85,12.0,120.0,8.5
Sahibzada Farhan,581,477,20.0,121.80293501048219,29.05
